month,warehouse,sku,forecast_units,actual_units
2025-02-01,WH-CENTRAL,SKU-0040,29,29
2025-02-01,WH-CENTRAL,SKU-0041,39,38
2025-02-01,WH-CENTRAL,SKU-0042,138,129
2025-02-01,WH-CENTRAL,SKU-0043,43,44
2025-02-01,WH-CENTRAL,SKU-0044,0,0
2025-02-01,WH-CENTRAL,SKU-0045,0,0
2025-02-01,WH-CENTRAL,SKU-0046,0,0
2025-02-01,WH-CENTRAL,SKU-0047,98,79
2025-02-01,WH-CENTRAL,SKU-0048,13,11
2025-02-01,WH-CENTRAL,SKU-0049,24,23
2025-02-01,WH-CENTRAL,SKU-0050,10,8
2025-02-01,WH-CENTRAL,SKU-0051,16,13
2025-02-01,WH-CENTRAL,SKU-0052,101,82
2025-02-01,WH-CENTRAL,SKU-0053,0,0
2025-02-01,WH-CENTRAL,SKU-0054,38,33
2025-02-01,WH-CENTRAL,SKU-0055,44,37
2025-02-01,WH-CENTRAL,SKU-0056,4,6
2025-02-01,WH-CENTRAL,SKU-0057,39,36
2025-02-01,WH-CENTRAL,SKU-0058,37,34
2025-02-01,WH-CENTRAL,SKU-0059,149,119
2025-02-01,WH-CENTRAL,SKU-0060,64,72
2025-02-01,WH-CENTRAL,SKU-0061,62,58
2025-02-01,WH-CENTRAL,SKU-0062,32,38
2025-02-01,WH-CENTRAL,SKU-0063,19,20
2025-02-01,WH-CENTRAL,SKU-0064,0,0
2025-02-01,WH-CENTRAL,SKU-0065,21,31
2025-02-01,WH-CENTRAL,SKU-0066,53,45
2025-02-01,WH-CENTRAL,SKU-0067,0,0
2025-02-01,WH-CENTRAL,SKU-0068,52,46
2025-02-01,WH-CENTRAL,SKU-0069,40,40
2025-02-01,WH-CENTRAL,SKU-0070,22,27
2025-02-01,WH-CENTRAL,SKU-0071,16,13
2025-02-01,WH-CENTRAL,SKU-0072,25,27
2025-02-01,WH-CENTRAL,SKU-0073,4,5
2025-02-01,WH-CENTRAL,SKU-0074,4,4
2025-02-01,WH-CENTRAL,SKU-0075,0,0
2025-02-01,WH-CENTRAL,SKU-0076,0,0
2025-02-01,WH-CENTRAL,SKU-0077,41,42
2025-02-01,WH-CENTRAL,SKU-0078,21,22
2025-02-01,WH-CENTRAL,SKU-0079,15,13
2025-02-01,WH-CENTRAL,SKU-0080,41,38
2025-02-01,WH-CENTRAL,SKU-0081,22,28
2025-02-01,WH-CENTRAL,SKU-0082,50,55
2025-02-01,WH-CENTRAL,SKU-0083,0,0
2025-02-01,WH-CENTRAL,SKU-0084,65,65
2025-02-01,WH-CENTRAL,SKU-0085,0,0
2025-02-01,WH-CENTRAL,SKU-0086,0,0
2025-02-01,WH-CENTRAL,SKU-0087,61,50
2025-02-01,WH-CENTRAL,SKU-0088,50,48
2025-02-01,WH-CENTRAL,SKU-0089,6,5
2025-02-01,WH-CENTRAL,SKU-0090,0,0
2025-02-01,WH-CENTRAL,SKU-0091,38,41
2025-02-01,WH-CENTRAL,SKU-0092,110,96
2025-02-01,WH-CENTRAL,SKU-0093,0,0
2025-02-01,WH-CENTRAL,SKU-0094,0,0
2025-02-01,WH-CENTRAL,SKU-0095,47,52
2025-02-01,WH-CENTRAL,SKU-0096,49,50
2025-02-01,WH-CENTRAL,SKU-0097,45,39
2025-02-01,WH-CENTRAL,SKU-0098,89,88
2025-02-01,WH-CENTRAL,SKU-0099,108,85
2025-02-01,WH-CENTRAL,SKU-0100,80,84
2025-02-01,WH-CENTRAL,SKU-0101,83,66
2025-02-01,WH-CENTRAL,SKU-0102,7,8
2025-02-01,WH-CENTRAL,SKU-0103,38,28
2025-02-01,WH-CENTRAL,SKU-0104,48,76
2025-02-01,WH-CENTRAL,SKU-0105,0,0
2025-02-01,WH-CENTRAL,SKU-0106,55,46
2025-02-01,WH-CENTRAL,SKU-0107,12,16
2025-02-01,WH-CENTRAL,SKU-0108,33,32
2025-02-01,WH-CENTRAL,SKU-0109,41,50
2025-02-01,WH-CENTRAL,SKU-0110,8,8
2025-02-01,WH-CENTRAL,SKU-0111,0,0
2025-02-01,WH-CENTRAL,SKU-0112,25,22
2025-02-01,WH-CENTRAL,SKU-0113,0,0
2025-02-01,WH-CENTRAL,SKU-0114,40,37
2025-02-01,WH-CENTRAL,SKU-0115,39,44
2025-02-01,WH-CENTRAL,SKU-0116,42,34
2025-02-01,WH-CENTRAL,SKU-0117,0,0
2025-02-01,WH-CENTRAL,SKU-0118,0,0
2025-02-01,WH-CENTRAL,SKU-0119,12,13
2025-02-01,WH-CENTRAL,SKU-0120,42,62
2025-02-01,WH-SOUTH,SKU-0001,18,28
2025-02-01,WH-SOUTH,SKU-0002,27,30
2025-02-01,WH-SOUTH,SKU-0003,49,52
2025-02-01,WH-SOUTH,SKU-0004,29,40
2025-02-01,WH-SOUTH,SKU-0005,42,29
2025-02-01,WH-SOUTH,SKU-0006,43,36
2025-02-01,WH-SOUTH,SKU-0007,40,36
2025-02-01,WH-SOUTH,SKU-0008,82,78
2025-02-01,WH-SOUTH,SKU-0009,0,0
2025-02-01,WH-SOUTH,SKU-0010,0,0
2025-02-01,WH-SOUTH,SKU-0011,0,0
2025-02-01,WH-SOUTH,SKU-0012,34,35
2025-02-01,WH-SOUTH,SKU-0013,17,25
2025-02-01,WH-SOUTH,SKU-0014,57,74
2025-02-01,WH-SOUTH,SKU-0015,0,0
2025-02-01,WH-SOUTH,SKU-0016,0,0
2025-02-01,WH-SOUTH,SKU-0017,12,15
2025-02-01,WH-SOUTH,SKU-0018,51,34
2025-02-01,WH-SOUTH,SKU-0019,42,49
2025-02-01,WH-SOUTH,SKU-0020,0,0
2025-02-01,WH-SOUTH,SKU-0021,34,36
2025-02-01,WH-SOUTH,SKU-0022,14,12
2025-02-01,WH-SOUTH,SKU-0023,32,37
2025-02-01,WH-SOUTH,SKU-0024,75,62
2025-02-01,WH-SOUTH,SKU-0025,0,0
2025-02-01,WH-SOUTH,SKU-0026,71,57
2025-02-01,WH-SOUTH,SKU-0027,30,36
2025-02-01,WH-SOUTH,SKU-0028,0,0
2025-02-01,WH-SOUTH,SKU-0029,42,52
2025-02-01,WH-SOUTH,SKU-0030,0,0
2025-02-01,WH-SOUTH,SKU-0031,18,25
2025-02-01,WH-SOUTH,SKU-0032,33,33
2025-02-01,WH-SOUTH,SKU-0033,95,95
2025-02-01,WH-SOUTH,SKU-0034,60,69
2025-02-01,WH-SOUTH,SKU-0035,20,18
2025-02-01,WH-SOUTH,SKU-0036,30,27
2025-02-01,WH-SOUTH,SKU-0037,0,0
2025-02-01,WH-SOUTH,SKU-0038,0,0
2025-02-01,WH-SOUTH,SKU-0039,38,37
2025-02-01,WH-SOUTH,SKU-0040,72,75
2025-02-01,WH-SOUTH,SKU-0041,7,6
2025-02-01,WH-SOUTH,SKU-0042,33,35
2025-02-01,WH-SOUTH,SKU-0043,31,36
2025-02-01,WH-SOUTH,SKU-0044,11,10
2025-02-01,WH-SOUTH,SKU-0045,32,34
2025-02-01,WH-SOUTH,SKU-0046,27,30
2025-02-01,WH-SOUTH,SKU-0047,59,82
2025-02-01,WH-SOUTH,SKU-0048,0,0
2025-02-01,WH-SOUTH,SKU-0049,15,11
2025-02-01,WH-SOUTH,SKU-0050,0,0
2025-02-01,WH-SOUTH,SKU-0051,40,41
2025-02-01,WH-SOUTH,SKU-0052,16,15
2025-02-01,WH-SOUTH,SKU-0053,8,8
2025-02-01,WH-SOUTH,SKU-0054,0,0
2025-02-01,WH-SOUTH,SKU-0055,0,0
2025-02-01,WH-SOUTH,SKU-0056,0,0
2025-02-01,WH-SOUTH,SKU-0057,50,36
2025-02-01,WH-SOUTH,SKU-0058,29,22
2025-02-01,WH-SOUTH,SKU-0059,16,13
2025-02-01,WH-SOUTH,SKU-0060,6,6
2025-02-01,WH-SOUTH,SKU-0061,17,13
2025-02-01,WH-SOUTH,SKU-0062,0,0
2025-02-01,WH-SOUTH,SKU-0063,27,31
2025-02-01,WH-SOUTH,SKU-0064,79,66
2025-02-01,WH-SOUTH,SKU-0065,23,21
2025-02-01,WH-SOUTH,SKU-0066,0,0
2025-02-01,WH-SOUTH,SKU-0067,10,12
2025-02-01,WH-SOUTH,SKU-0068,0,0
2025-02-01,WH-SOUTH,SKU-0069,60,51
2025-02-01,WH-SOUTH,SKU-0070,33,44
2025-02-01,WH-SOUTH,SKU-0071,79,76
2025-02-01,WH-SOUTH,SKU-0072,30,24
2025-02-01,WH-SOUTH,SKU-0073,0,0
2025-02-01,WH-SOUTH,SKU-0074,1,1
2025-02-01,WH-SOUTH,SKU-0075,48,57
2025-02-01,WH-SOUTH,SKU-0076,82,90
2025-02-01,WH-SOUTH,SKU-0077,25,27
2025-02-01,WH-SOUTH,SKU-0078,24,26
2025-02-01,WH-SOUTH,SKU-0079,0,0
2025-02-01,WH-SOUTH,SKU-0080,89,90
2025-02-01,WH-SOUTH,SKU-0081,82,78
2025-02-01,WH-SOUTH,SKU-0082,0,0
2025-02-01,WH-SOUTH,SKU-0083,19,20
2025-02-01,WH-SOUTH,SKU-0084,0,0
2025-02-01,WH-SOUTH,SKU-0085,8,7
2025-02-01,WH-SOUTH,SKU-0086,21,19
2025-02-01,WH-SOUTH,SKU-0087,27,31
2025-02-01,WH-SOUTH,SKU-0088,49,50
2025-02-01,WH-SOUTH,SKU-0089,1,1
2025-02-01,WH-SOUTH,SKU-0090,0,0
2025-02-01,WH-SOUTH,SKU-0091,52,51
2025-02-01,WH-SOUTH,SKU-0092,19,17
2025-02-01,WH-SOUTH,SKU-0093,16,20
2025-02-01,WH-SOUTH,SKU-0094,8,7
2025-02-01,WH-SOUTH,SKU-0095,18,19
2025-02-01,WH-SOUTH,SKU-0096,0,0
2025-02-01,WH-SOUTH,SKU-0097,46,44
2025-02-01,WH-SOUTH,SKU-0098,47,55
2025-02-01,WH-SOUTH,SKU-0099,36,37
2025-02-01,WH-SOUTH,SKU-0100,0,0
2025-02-01,WH-SOUTH,SKU-0101,24,36
2025-02-01,WH-SOUTH,SKU-0102,6,8
2025-02-01,WH-SOUTH,SKU-0103,19,20
2025-02-01,WH-SOUTH,SKU-0104,37,30
2025-02-01,WH-SOUTH,SKU-0105,31,28
2025-02-01,WH-SOUTH,SKU-0106,0,0
2025-02-01,WH-SOUTH,SKU-0107,4,5
2025-02-01,WH-SOUTH,SKU-0108,71,76
2025-02-01,WH-SOUTH,SKU-0109,0,0
2025-02-01,WH-SOUTH,SKU-0110,0,0
2025-02-01,WH-SOUTH,SKU-0111,172,129
2025-02-01,WH-SOUTH,SKU-0112,35,31
2025-02-01,WH-SOUTH,SKU-0113,0,0
2025-02-01,WH-SOUTH,SKU-0114,28,23
2025-02-01,WH-SOUTH,SKU-0115,28,35
2025-02-01,WH-SOUTH,SKU-0116,22,21
2025-02-01,WH-SOUTH,SKU-0117,0,0
2025-02-01,WH-SOUTH,SKU-0118,63,52
2025-02-01,WH-SOUTH,SKU-0119,20,18
2025-02-01,WH-SOUTH,SKU-0120,31,34
2025-03-01,WH-NORTH,SKU-0001,60,55
2025-03-01,WH-NORTH,SKU-0002,33,38
2025-03-01,WH-NORTH,SKU-0003,49,42
2025-03-01,WH-NORTH,SKU-0004,128,94
2025-03-01,WH-NORTH,SKU-0005,31,34
2025-03-01,WH-NORTH,SKU-0006,35,41
2025-03-01,WH-NORTH,SKU-0007,0,0
2025-03-01,WH-NORTH,SKU-0008,0,0
2025-03-01,WH-NORTH,SKU-0009,4,4
2025-03-01,WH-NORTH,SKU-0010,37,33
2025-03-01,WH-NORTH,SKU-0011,91,93
2025-03-01,WH-NORTH,SKU-0012,0,0
2025-03-01,WH-NORTH,SKU-0013,89,78
2025-03-01,WH-NORTH,SKU-0014,0,0
2025-03-01,WH-NORTH,SKU-0015,0,0
2025-03-01,WH-NORTH,SKU-0016,11,12
2025-03-01,WH-NORTH,SKU-0017,7,11
2025-03-01,WH-NORTH,SKU-0018,38,40
2025-03-01,WH-NORTH,SKU-0019,102,83
2025-03-01,WH-NORTH,SKU-0020,0,0
2025-03-01,WH-NORTH,SKU-0021,31,37
2025-03-01,WH-NORTH,SKU-0022,2,2
2025-03-01,WH-NORTH,SKU-0023,44,40
2025-03-01,WH-NORTH,SKU-0024,14,11
2025-03-01,WH-NORTH,SKU-0025,81,83
2025-03-01,WH-NORTH,SKU-0026,0,0
2025-03-01,WH-NORTH,SKU-0027,22,26
2025-03-01,WH-NORTH,SKU-0028,34,39
2025-03-01,WH-NORTH,SKU-0029,109,93
2025-03-01,WH-NORTH,SKU-0030,21,26
2025-03-01,WH-NORTH,SKU-0031,39,55
2025-03-01,WH-NORTH,SKU-0032,0,0
2025-03-01,WH-NORTH,SKU-0033,60,52
2025-03-01,WH-NORTH,SKU-0034,35,30
2025-03-01,WH-NORTH,SKU-0035,0,0
2025-03-01,WH-NORTH,SKU-0036,45,42
2025-03-01,WH-NORTH,SKU-0037,50,79
2025-03-01,WH-NORTH,SKU-0038,73,72
2025-03-01,WH-NORTH,SKU-0039,2,2
2025-03-01,WH-NORTH,SKU-0040,125,128
2025-03-01,WH-NORTH,SKU-0041,138,104
2025-03-01,WH-NORTH,SKU-0042,33,44
2025-03-01,WH-NORTH,SKU-0043,37,29
2025-03-01,WH-NORTH,SKU-0044,91,123
2025-03-01,WH-NORTH,SKU-0045,18,16
2025-03-01,WH-NORTH,SKU-0046,46,36
2025-03-01,WH-NORTH,SKU-0047,0,0
2025-03-01,WH-NORTH,SKU-0048,48,77
2025-03-01,WH-NORTH,SKU-0049,82,74
2025-03-01,WH-NORTH,SKU-0050,101,81
2025-03-01,WH-NORTH,SKU-0051,32,29
2025-03-01,WH-NORTH,SKU-0052,0,0
2025-03-01,WH-NORTH,SKU-0053,110,127
2025-03-01,WH-NORTH,SKU-0054,23,19
2025-03-01,WH-NORTH,SKU-0055,141,148
2025-03-01,WH-NORTH,SKU-0056,69,84
2025-03-01,WH-NORTH,SKU-0057,19,20
2025-03-01,WH-NORTH,SKU-0058,42,30
2025-03-01,WH-NORTH,SKU-0059,111,140
2025-03-01,WH-NORTH,SKU-0060,29,36
2025-03-01,WH-NORTH,SKU-0061,0,0
2025-03-01,WH-NORTH,SKU-0062,24,34
2025-03-01,WH-NORTH,SKU-0063,7,6
2025-03-01,WH-NORTH,SKU-0064,67,54
2025-03-01,WH-NORTH,SKU-0065,0,0
2025-03-01,WH-NORTH,SKU-0066,45,55
2025-03-01,WH-NORTH,SKU-0067,57,60
2025-03-01,WH-NORTH,SKU-0068,45,56
2025-03-01,WH-NORTH,SKU-0069,46,44
2025-03-01,WH-NORTH,SKU-0070,0,0
2025-03-01,WH-NORTH,SKU-0071,147,155
2025-03-01,WH-NORTH,SKU-0072,41,60
2025-03-01,WH-NORTH,SKU-0073,16,22
2025-03-01,WH-NORTH,SKU-0074,84,69
2025-03-01,WH-NORTH,SKU-0075,33,39
2025-03-01,WH-NORTH,SKU-0076,47,47
2025-03-01,WH-NORTH,SKU-0077,67,104
2025-03-01,WH-NORTH,SKU-0078,0,0
2025-03-01,WH-NORTH,SKU-0079,189,140
2025-03-01,WH-NORTH,SKU-0080,43,43
2025-03-01,WH-NORTH,SKU-0081,1,1
2025-03-01,WH-NORTH,SKU-0082,0,0
2025-03-01,WH-NORTH,SKU-0083,59,48
2025-03-01,WH-NORTH,SKU-0084,37,36
2025-03-01,WH-NORTH,SKU-0085,0,0
2025-03-01,WH-NORTH,SKU-0086,63,113
2025-03-01,WH-NORTH,SKU-0087,0,0
2025-03-01,WH-NORTH,SKU-0088,74,93
2025-03-01,WH-NORTH,SKU-0089,19,24
2025-03-01,WH-NORTH,SKU-0090,26,41
2025-03-01,WH-NORTH,SKU-0091,37,29
2025-03-01,WH-NORTH,SKU-0092,72,95
2025-03-01,WH-NORTH,SKU-0093,24,25
2025-03-01,WH-NORTH,SKU-0094,72,80
2025-03-01,WH-NORTH,SKU-0095,28,31
2025-03-01,WH-NORTH,SKU-0096,136,111
2025-03-01,WH-NORTH,SKU-0097,33,30
2025-03-01,WH-NORTH,SKU-0098,0,0
2025-03-01,WH-NORTH,SKU-0099,26,23
2025-03-01,WH-NORTH,SKU-0100,45,67
2025-03-01,WH-NORTH,SKU-0101,49,45
2025-03-01,WH-NORTH,SKU-0102,43,40
2025-03-01,WH-NORTH,SKU-0103,0,0
2025-03-01,WH-NORTH,SKU-0104,80,68
2025-03-01,WH-NORTH,SKU-0105,35,27
2025-03-01,WH-NORTH,SKU-0106,59,72
2025-03-01,WH-NORTH,SKU-0107,32,30
2025-03-01,WH-NORTH,SKU-0108,0,0
2025-03-01,WH-NORTH,SKU-0109,58,46
2025-03-01,WH-NORTH,SKU-0110,39,39
2025-03-01,WH-NORTH,SKU-0111,0,0
2025-03-01,WH-NORTH,SKU-0112,12,12
2025-03-01,WH-NORTH,SKU-0113,18,23
2025-03-01,WH-NORTH,SKU-0114,67,84
2025-03-01,WH-NORTH,SKU-0115,1,1
2025-03-01,WH-NORTH,SKU-0116,2,3
2025-03-01,WH-NORTH,SKU-0117,44,39
2025-03-01,WH-NORTH,SKU-0118,73,71
2025-03-01,WH-NORTH,SKU-0119,22,28
2025-03-01,WH-NORTH,SKU-0120,0,0
2025-03-01,WH-CENTRAL,SKU-0001,27,22
2025-03-01,WH-CENTRAL,SKU-0002,35,43
2025-03-01,WH-CENTRAL,SKU-0003,70,73
2025-03-01,WH-CENTRAL,SKU-0004,47,37
2025-03-01,WH-CENTRAL,SKU-0005,77,67
2025-03-01,WH-CENTRAL,SKU-0006,148,122
2025-03-01,WH-CENTRAL,SKU-0007,12,14
2025-03-01,WH-CENTRAL,SKU-0008,54,66
2025-03-01,WH-CENTRAL,SKU-0009,29,34
2025-03-01,WH-CENTRAL,SKU-0010,83,80
2025-03-01,WH-CENTRAL,SKU-0011,25,23
2025-03-01,WH-CENTRAL,SKU-0012,90,89
2025-03-01,WH-CENTRAL,SKU-0013,76,73
2025-03-01,WH-CENTRAL,SKU-0014,76,65
2025-03-01,WH-CENTRAL,SKU-0015,8,8
2025-03-01,WH-CENTRAL,SKU-0016,72,64
2025-03-01,WH-CENTRAL,SKU-0017,2,4
2025-03-01,WH-CENTRAL,SKU-0018,10,9
2025-03-01,WH-CENTRAL,SKU-0019,0,0
2025-03-01,WH-CENTRAL,SKU-0020,60,48
2025-03-01,WH-CENTRAL,SKU-0021,71,72
2025-03-01,WH-CENTRAL,SKU-0022,144,117
2025-03-01,WH-CENTRAL,SKU-0023,4,4
2025-03-01,WH-CENTRAL,SKU-0024,72,82
2025-03-01,WH-CENTRAL,SKU-0025,36,37
2025-03-01,WH-CENTRAL,SKU-0026,37,34
2025-03-01,WH-CENTRAL,SKU-0027,0,0
2025-03-01,WH-CENTRAL,SKU-0028,96,94
2025-03-01,WH-CENTRAL,SKU-0029,128,121
2025-03-01,WH-CENTRAL,SKU-0030,70,74
2025-03-01,WH-CENTRAL,SKU-0031,49,57
2025-03-01,WH-CENTRAL,SKU-0032,50,52
2025-03-01,WH-CENTRAL,SKU-0033,75,64
2025-03-01,WH-CENTRAL,SKU-0034,34,38
2025-03-01,WH-CENTRAL,SKU-0035,0,0
2025-03-01,WH-CENTRAL,SKU-0036,25,30
2025-03-01,WH-CENTRAL,SKU-0037,7,8
2025-03-01,WH-CENTRAL,SKU-0038,150,104
2025-03-01,WH-CENTRAL,SKU-0039,61,72
2025-03-01,WH-CENTRAL,SKU-0040,123,127
2025-03-01,WH-CENTRAL,SKU-0041,0,0
2025-03-01,WH-CENTRAL,SKU-0042,24,21
2025-03-01,WH-CENTRAL,SKU-0043,74,63
2025-03-01,WH-CENTRAL,SKU-0044,41,42
2025-03-01,WH-CENTRAL,SKU-0045,30,27
2025-03-01,WH-CENTRAL,SKU-0046,15,17
2025-03-01,WH-CENTRAL,SKU-0047,0,0
2025-03-01,WH-CENTRAL,SKU-0048,90,87
2025-03-01,WH-CENTRAL,SKU-0049,1,1
2025-03-01,WH-CENTRAL,SKU-0050,0,0
2025-03-01,WH-CENTRAL,SKU-0051,46,63
2025-03-01,WH-CENTRAL,SKU-0052,28,32
2025-03-01,WH-CENTRAL,SKU-0053,77,61
2025-03-01,WH-CENTRAL,SKU-0054,77,78
2025-03-01,WH-CENTRAL,SKU-0055,12,12
2025-03-01,WH-CENTRAL,SKU-0056,0,0
2025-03-01,WH-CENTRAL,SKU-0057,60,45
2025-03-01,WH-CENTRAL,SKU-0058,41,37
2025-03-01,WH-CENTRAL,SKU-0059,104,112
2025-03-01,WH-CENTRAL,SKU-0060,64,66
2025-03-01,WH-CENTRAL,SKU-0061,15,14
2025-03-01,WH-CENTRAL,SKU-0062,52,55
2025-03-01,WH-CENTRAL,SKU-0063,24,21
2025-03-01,WH-CENTRAL,SKU-0064,35,35
2025-03-01,WH-CENTRAL,SKU-0065,27,44
2025-03-01,WH-CENTRAL,SKU-0066,92,68
2025-03-01,WH-CENTRAL,SKU-0067,117,90
2025-03-01,WH-CENTRAL,SKU-0068,34,36
2025-03-01,WH-CENTRAL,SKU-0069,40,32
2025-03-01,WH-CENTRAL,SKU-0070,131,127
2025-03-01,WH-CENTRAL,SKU-0071,59,70
2025-03-01,WH-CENTRAL,SKU-0072,60,49
2025-03-01,WH-CENTRAL,SKU-0073,41,44
2025-03-01,WH-CENTRAL,SKU-0074,21,27
2025-03-01,WH-CENTRAL,SKU-0075,0,0
2025-03-01,WH-CENTRAL,SKU-0076,71,73
2025-03-01,WH-CENTRAL,SKU-0077,231,163
2025-03-01,WH-CENTRAL,SKU-0078,0,0
2025-03-01,WH-CENTRAL,SKU-0079,66,84
2025-03-01,WH-CENTRAL,SKU-0080,84,92
2025-03-01,WH-CENTRAL,SKU-0081,94,77
2025-03-01,WH-CENTRAL,SKU-0082,0,0
2025-03-01,WH-CENTRAL,SKU-0083,0,0
2025-03-01,WH-CENTRAL,SKU-0084,11,20
2025-03-01,WH-CENTRAL,SKU-0085,68,63
2025-03-01,WH-CENTRAL,SKU-0086,55,65
2025-03-01,WH-CENTRAL,SKU-0087,24,27
2025-03-01,WH-CENTRAL,SKU-0088,35,29
2025-03-01,WH-CENTRAL,SKU-0089,92,86
2025-03-01,WH-CENTRAL,SKU-0090,200,167
2025-03-01,WH-CENTRAL,SKU-0091,96,80
2025-03-01,WH-CENTRAL,SKU-0092,40,43
2025-03-01,WH-CENTRAL,SKU-0093,81,82
2025-03-01,WH-CENTRAL,SKU-0094,141,105
2025-03-01,WH-CENTRAL,SKU-0095,0,0
2025-03-01,WH-CENTRAL,SKU-0096,25,23
2025-03-01,WH-CENTRAL,SKU-0097,8,6
2025-03-01,WH-CENTRAL,SKU-0098,37,39
2025-03-01,WH-CENTRAL,SKU-0099,17,18
2025-03-01,WH-CENTRAL,SKU-0100,46,43
2025-03-01,WH-CENTRAL,SKU-0101,78,62
2025-03-01,WH-CENTRAL,SKU-0102,35,37
2025-03-01,WH-CENTRAL,SKU-0103,0,0
2025-03-01,WH-CENTRAL,SKU-0104,41,43
2025-03-01,WH-CENTRAL,SKU-0105,95,99
2025-03-01,WH-CENTRAL,SKU-0106,102,94
2025-03-01,WH-CENTRAL,SKU-0107,0,0
2025-03-01,WH-CENTRAL,SKU-0108,9,10
2025-03-01,WH-CENTRAL,SKU-0109,35,39
2025-03-01,WH-CENTRAL,SKU-0110,92,106
2025-03-01,WH-CENTRAL,SKU-0111,3,3
2025-03-01,WH-CENTRAL,SKU-0112,49,43
2025-03-01,WH-CENTRAL,SKU-0113,149,126
2025-03-01,WH-CENTRAL,SKU-0114,40,39
2025-03-01,WH-CENTRAL,SKU-0115,14,14
2025-03-01,WH-CENTRAL,SKU-0116,63,75
2025-03-01,WH-CENTRAL,SKU-0117,54,59
2025-03-01,WH-CENTRAL,SKU-0118,37,36
2025-03-01,WH-CENTRAL,SKU-0119,57,65
2025-03-01,WH-CENTRAL,SKU-0120,6,8
2025-03-01,WH-SOUTH,SKU-0001,0,0
2025-03-01,WH-SOUTH,SKU-0002,0,0
2025-03-01,WH-SOUTH,SKU-0003,21,28
2025-03-01,WH-SOUTH,SKU-0004,67,67
2025-03-01,WH-SOUTH,SKU-0005,32,30
2025-03-01,WH-SOUTH,SKU-0006,74,58
2025-03-01,WH-SOUTH,SKU-0007,0,0
2025-03-01,WH-SOUTH,SKU-0008,175,152
2025-03-01,WH-SOUTH,SKU-0009,0,0
2025-03-01,WH-SOUTH,SKU-0010,104,97
2025-03-01,WH-SOUTH,SKU-0011,0,0
2025-03-01,WH-SOUTH,SKU-0012,0,0
2025-03-01,WH-SOUTH,SKU-0013,11,19
2025-03-01,WH-SOUTH,SKU-0014,37,27
2025-03-01,WH-SOUTH,SKU-0015,23,22
2025-03-01,WH-SOUTH,SKU-0016,32,46
2025-03-01,WH-SOUTH,SKU-0017,53,46
2025-03-01,WH-SOUTH,SKU-0018,0,0
2025-03-01,WH-SOUTH,SKU-0019,0,0
2025-03-01,WH-SOUTH,SKU-0020,9,10
2025-03-01,WH-SOUTH,SKU-0021,0,0
2025-03-01,WH-SOUTH,SKU-0022,36,42
2025-03-01,WH-SOUTH,SKU-0023,0,0
2025-03-01,WH-SOUTH,SKU-0024,0,0
2025-03-01,WH-SOUTH,SKU-0025,24,24
2025-03-01,WH-SOUTH,SKU-0026,9,7
2025-03-01,WH-SOUTH,SKU-0027,0,0
2025-03-01,WH-SOUTH,SKU-0028,0,0
2025-03-01,WH-SOUTH,SKU-0029,0,0
2025-03-01,WH-SOUTH,SKU-0030,0,0
2025-03-01,WH-SOUTH,SKU-0031,0,0
2025-03-01,WH-SOUTH,SKU-0032,0,0
2025-03-01,WH-SOUTH,SKU-0033,32,24
2025-03-01,WH-SOUTH,SKU-0034,42,41
2025-03-01,WH-SOUTH,SKU-0035,0,0
2025-03-01,WH-SOUTH,SKU-0036,28,25
2025-03-01,WH-SOUTH,SKU-0037,34,36
2025-03-01,WH-SOUTH,SKU-0038,10,10
2025-03-01,WH-SOUTH,SKU-0039,30,40
2025-03-01,WH-SOUTH,SKU-0040,6,9
2025-03-01,WH-SOUTH,SKU-0041,40,37
2025-03-01,WH-SOUTH,SKU-0042,37,38
2025-03-01,WH-SOUTH,SKU-0043,97,108
2025-03-01,WH-SOUTH,SKU-0044,29,27
2025-03-01,WH-SOUTH,SKU-0045,10,9
2025-03-01,WH-SOUTH,SKU-0046,0,0
2025-03-01,WH-SOUTH,SKU-0047,0,0
2025-03-01,WH-SOUTH,SKU-0048,16,15
2025-03-01,WH-SOUTH,SKU-0049,12,12
2025-03-01,WH-SOUTH,SKU-0050,0,0
2025-03-01,WH-SOUTH,SKU-0051,33,41
2025-03-01,WH-SOUTH,SKU-0052,66,56
2025-03-01,WH-SOUTH,SKU-0053,0,0
2025-03-01,WH-SOUTH,SKU-0054,0,0
2025-03-01,WH-SOUTH,SKU-0055,0,0
2025-03-01,WH-SOUTH,SKU-0056,60,84
2025-03-01,WH-SOUTH,SKU-0057,7,7
2025-03-01,WH-SOUTH,SKU-0058,39,38
2025-03-01,WH-SOUTH,SKU-0059,38,49
2025-03-01,WH-SOUTH,SKU-0060,0,0
2025-03-01,WH-SOUTH,SKU-0061,2,2
2025-03-01,WH-SOUTH,SKU-0062,6,7
2025-03-01,WH-SOUTH,SKU-0063,34,28
2025-03-01,WH-SOUTH,SKU-0064,34,31
2025-03-01,WH-SOUTH,SKU-0065,0,0
2025-03-01,WH-SOUTH,SKU-0066,24,25
2025-03-01,WH-SOUTH,SKU-0067,54,44
2025-03-01,WH-SOUTH,SKU-0068,36,34
2025-03-01,WH-SOUTH,SKU-0069,30,37
2025-03-01,WH-SOUTH,SKU-0070,0,0
2025-03-01,WH-SOUTH,SKU-0071,73,81
2025-03-01,WH-SOUTH,SKU-0072,0,0
2025-03-01,WH-SOUTH,SKU-0073,0,0
