shipment_id,order_id,carrier,warehouse,ship_date,delivery_date,promised_date,shipment_weight_kg,freight_cost,handling_cost,exception_cost,on_time
S000495,O000495,CarrierA,WH-CENTRAL,2025-04-13,2025-04-20,2025-04-20,16.64,27.16,17.22,0.0,True
S000496,O000496,CarrierA,WH-SOUTH,2025-09-09,2025-09-16,2025-09-16,207.58,124.56,12.1,0.0,True
S000497,O000497,CarrierC,WH-CENTRAL,2025-08-23,2025-08-28,2025-08-28,205.6,191.56,10.61,0.0,True
S000498,O000498,CarrierA,WH-SOUTH,2025-12-16,2025-12-20,2025-12-20,362.15,242.3,7.46,0.0,True
S000499,O000499,CarrierB,WH-CENTRAL,2025-09-23,2025-09-24,2025-09-24,375.15,279.76,12.33,0.0,True
S000500,O000500,CarrierD,WH-CENTRAL,2025-08-13,2025-08-13,2025-08-13,1027.11,841.61,9.63,0.0,True
S000501,O000501,CarrierD,WH-CENTRAL,2025-09-26,2025-10-01,2025-10-01,1143.62,507.8,16.48,0.0,True
S000502,O000502,CarrierA,WH-CENTRAL,2025-03-23,2025-03-27,2025-03-27,91.81,64.58,5.88,0.0,True
S000503,O000503,CarrierC,WH-NORTH,2025-01-24,2025-01-29,2025-01-29,220.95,112.8,11.12,0.0,True
S000504,O000504,CarrierC,WH-SOUTH,2025-10-02,2025-10-08,2025-10-08,860.06,440.9,17.73,0.0,True
S000505,O000505,CarrierB,WH-NORTH,2025-12-20,2025-12-20,2025-12-19,1618.44,1044.69,13.72,52.28,False
S000506,O000506,CarrierB,WH-SOUTH,2025-07-15,2025-07-17,2025-07-17,529.23,343.41,7.71,0.0,True
S000507,O000507,CarrierC,WH-NORTH,2025-03-05,2025-03-05,2025-03-05,392.55,280.52,6.28,0.0,True
S000508,O000508,CarrierA,WH-NORTH,2025-12-07,2025-12-11,2025-12-12,1054.06,824.67,14.27,0.0,True
S000509,O000509,CarrierB,WH-NORTH,2025-11-22,2025-11-25,2025-11-25,701.06,549.27,8.71,0.0,True
S000510,O000510,CarrierA,WH-NORTH,2025-09-02,2025-09-04,2025-09-04,740.98,346.6,9.27,0.0,True
S000511,O000511,CarrierA,WH-SOUTH,2025-06-06,2025-06-08,2025-06-08,631.04,283.93,4.66,0.0,True
S000512,O000512,CarrierB,WH-NORTH,2025-11-10,2025-11-12,2025-11-11,46.76,33.52,8.92,28.44,False
S000513,O000513,CarrierB,WH-NORTH,2025-08-12,2025-08-16,2025-08-16,83.02,56.72,17.81,0.0,True
S000514,O000514,CarrierA,WH-NORTH,2025-06-05,2025-06-07,2025-06-07,866.64,433.06,4.2,0.0,True
S000515,O000515,CarrierA,WH-CENTRAL,2025-11-27,2025-11-30,2025-11-30,820.68,462.52,5.88,0.0,True
S000516,O000516,CarrierB,WH-CENTRAL,2025-07-13,2025-07-16,2025-07-13,144.05,127.94,9.41,59.15,False
S000517,O000517,CarrierB,WH-CENTRAL,2025-12-28,2025-12-28,2025-12-27,474.89,371.79,12.94,12.63,False
S000518,O000518,CarrierC,WH-CENTRAL,2025-04-11,2025-04-18,2025-04-18,678.64,463.19,16.39,0.0,True
S000519,O000519,CarrierC,WH-NORTH,2025-07-19,2025-07-22,2025-07-22,46.26,50.4,4.22,0.0,True
S000520,O000520,CarrierA,WH-SOUTH,2025-02-20,2025-02-25,2025-02-23,306.59,204.85,14.5,15.37,False
S000521,O000521,CarrierC,WH-CENTRAL,2025-06-17,2025-06-25,2025-06-22,683.95,541.98,11.95,30.67,False
S000522,O000522,CarrierA,WH-NORTH,2025-07-26,2025-08-01,2025-07-31,98.98,100.33,4.87,45.24,False
S000523,O000523,CarrierB,WH-CENTRAL,2025-11-02,2025-11-05,2025-11-05,1261.88,758.66,16.25,0.0,True
S000524,O000524,CarrierB,WH-SOUTH,2025-11-23,2025-11-26,2025-11-26,843.58,726.18,10.95,0.0,True
S000525,O000525,CarrierC,WH-NORTH,2025-06-10,2025-06-12,2025-06-12,65.12,59.37,6.74,0.0,True
S000526,O000526,CarrierD,WH-CENTRAL,2025-06-26,2025-07-01,2025-07-01,237.44,231.89,4.5,0.0,True
S000527,O000527,CarrierB,WH-NORTH,2025-05-30,2025-06-01,2025-06-01,251.15,235.05,7.63,0.0,True
S000528,O000528,CarrierD,WH-CENTRAL,2025-02-28,2025-03-03,2025-03-03,544.28,356.39,9.09,0.0,True
S000529,O000529,CarrierB,WH-NORTH,2025-07-01,2025-07-01,2025-07-01,453.33,195.96,4.48,0.0,True
S000530,O000530,CarrierA,WH-CENTRAL,2025-02-18,2025-02-21,2025-02-21,206.64,158.51,13.88,0.0,True
S000531,O000531,CarrierA,WH-NORTH,2025-01-16,2025-01-20,2025-01-20,16.56,34.17,11.82,0.0,True
S000532,O000532,CarrierA,WH-CENTRAL,2025-01-04,2025-01-08,2025-01-08,926.51,742.18,4.84,0.0,True
S000533,O000533,CarrierB,WH-NORTH,2025-11-20,2025-11-24,2025-11-24,214.43,162.47,15.87,0.0,True
S000534,O000534,CarrierB,WH-CENTRAL,2025-06-15,2025-06-19,2025-06-19,1563.92,684.07,7.39,0.0,True
S000535,O000535,CarrierA,WH-CENTRAL,2025-03-20,2025-03-20,2025-03-20,296.1,146.03,6.99,0.0,True
S000536,O000536,CarrierC,WH-CENTRAL,2025-05-09,2025-05-14,2025-05-14,106.04,69.09,17.36,0.0,True
S000537,O000537,CarrierB,WH-CENTRAL,2025-12-28,2025-12-31,2025-12-31,1007.48,834.02,6.78,0.0,True
S000538,O000538,CarrierA,WH-CENTRAL,2025-04-01,2025-04-05,2025-04-05,931.62,791.09,6.22,0.0,True
S000539,O000539,CarrierB,WH-CENTRAL,2025-12-16,2025-12-18,2025-12-18,1074.3,875.74,13.75,0.0,True
S000540,O000540,CarrierA,WH-SOUTH,2025-02-19,2025-02-22,2025-02-22,1374.81,1141.45,7.82,0.0,True
S000541,O000541,CarrierD,WH-NORTH,2025-11-11,2025-11-17,2025-11-12,245.48,196.17,16.48,42.7,False
S000542,O000542,CarrierA,WH-SOUTH,2025-04-09,2025-04-12,2025-04-12,313.96,287.68,11.68,0.0,True
S000543,O000543,CarrierD,WH-SOUTH,2025-04-05,2025-04-09,2025-04-09,944.61,393.45,5.37,0.0,True
S000544,O000544,CarrierD,WH-SOUTH,2025-05-17,2025-05-20,2025-05-20,176.44,167.29,16.98,0.0,True
S000545,O000545,CarrierB,WH-CENTRAL,2025-12-13,2025-12-13,2025-12-12,831.15,589.55,17.55,25.58,False
S000546,O000546,CarrierB,WH-CENTRAL,2025-03-02,2025-03-03,2025-03-03,712.29,353.18,5.46,0.0,True
S000547,O000547,CarrierD,WH-NORTH,2025-11-15,2025-11-20,2025-11-20,461.59,203.58,4.79,0.0,True
S000548,O000548,CarrierA,WH-SOUTH,2025-09-20,2025-09-22,2025-09-22,52.8,65.03,6.24,0.0,True
S000549,O000549,CarrierC,WH-CENTRAL,2025-06-28,2025-07-02,2025-07-01,318.12,249.43,12.09,32.27,False
S000550,O000550,CarrierC,WH-CENTRAL,2025-11-01,2025-11-03,2025-11-03,245.82,106.38,16.56,0.0,True
S000551,O000551,CarrierA,WH-CENTRAL,2025-02-24,2025-02-27,2025-02-24,753.46,634.6,11.02,5.09,False
S000552,O000552,CarrierA,WH-CENTRAL,2025-01-16,2025-01-20,2025-01-20,457.56,334.24,5.65,0.0,True
S000553,O000553,CarrierB,WH-CENTRAL,2025-04-20,2025-04-23,2025-04-23,326.2,239.73,5.52,0.0,True
S000554,O000554,CarrierD,WH-CENTRAL,2025-07-25,2025-07-31,2025-07-26,346.88,156.42,17.14,6.77,False
S000555,O000555,CarrierD,WH-SOUTH,2025-11-27,2025-11-30,2025-11-30,379.81,219.15,12.75,0.0,True
S000556,O000556,CarrierC,WH-NORTH,2025-02-14,2025-02-16,2025-02-16,896.59,719.2,8.06,0.0,True
S000557,O000557,CarrierA,WH-NORTH,2025-01-13,2025-01-14,2025-01-14,140.6,117.56,4.6,0.0,True
S000558,O000558,CarrierB,WH-NORTH,2025-09-28,2025-10-05,2025-10-03,1282.82,924.86,17.17,30.49,False
S000559,O000559,CarrierD,WH-CENTRAL,2025-12-08,2025-12-14,2025-12-14,707.73,430.57,4.62,0.0,True
S000560,O000560,CarrierA,WH-CENTRAL,2025-11-07,2025-11-07,2025-11-07,170.4,100.43,13.8,0.0,True
S000561,O000561,CarrierC,WH-SOUTH,2025-02-06,2025-02-10,2025-02-11,861.75,435.77,16.99,0.0,True
S000562,O000562,CarrierA,WH-CENTRAL,2025-10-21,2025-10-23,2025-10-23,431.53,229.22,15.15,0.0,True
S000563,O000563,CarrierA,WH-SOUTH,2025-10-19,2025-10-22,2025-10-22,571.84,417.95,10.95,0.0,True
S000564,O000564,CarrierA,WH-SOUTH,2025-11-16,2025-11-19,2025-11-17,693.6,484.37,5.32,51.87,False
S000565,O000565,CarrierA,WH-NORTH,2025-07-08,2025-07-09,2025-07-09,221.71,192.03,14.96,0.0,True
S000566,O000566,CarrierC,WH-CENTRAL,2025-09-21,2025-09-21,2025-09-21,661.53,554.75,12.06,0.0,True
S000567,O000567,CarrierC,WH-CENTRAL,2025-11-02,2025-11-03,2025-11-03,336.26,262.12,6.44,0.0,True
S000568,O000568,CarrierD,WH-CENTRAL,2025-04-24,2025-05-02,2025-04-29,312.66,283.29,7.99,59.71,False
S000569,O000569,CarrierA,WH-CENTRAL,2025-06-28,2025-07-06,2025-07-01,302.88,274.24,14.21,20.48,False
S000570,O000570,CarrierC,WH-CENTRAL,2025-08-20,2025-08-25,2025-08-22,409.33,317.13,8.39,12.47,False
S000571,O000571,CarrierA,WH-SOUTH,2025-10-11,2025-10-14,2025-10-14,644.51,438.11,8.93,0.0,True
S000572,O000572,CarrierB,WH-SOUTH,2025-06-22,2025-06-23,2025-06-24,532.11,459.95,7.16,0.0,True
S000573,O000573,CarrierA,WH-NORTH,2025-06-18,2025-06-21,2025-06-20,124.91,94.28,16.15,31.61,False
S000574,O000574,CarrierC,WH-SOUTH,2025-02-27,2025-03-04,2025-03-04,618.57,289.46,5.86,0.0,True
S000575,O000575,CarrierA,WH-SOUTH,2025-09-26,2025-09-30,2025-09-29,531.66,264.41,6.34,40.04,False
S000576,O000576,CarrierA,WH-NORTH,2025-11-09,2025-11-11,2025-11-11,1525.14,862.74,9.6,0.0,True
S000577,O000577,CarrierB,WH-NORTH,2025-05-06,2025-05-06,2025-05-06,194.23,182.68,13.79,0.0,True
S000578,O000578,CarrierB,WH-NORTH,2025-04-18,2025-04-22,2025-04-21,558.39,302.23,11.65,51.75,False
S000579,O000579,CarrierA,WH-CENTRAL,2025-12-19,2025-12-26,2025-12-21,894.78,421.77,16.42,30.41,False
S000580,O000580,CarrierA,WH-NORTH,2025-01-28,2025-01-30,2025-01-30,2533.54,1484.44,17.75,0.0,True
S000581,O000581,CarrierA,WH-SOUTH,2025-08-13,2025-08-16,2025-08-16,938.91,436.09,12.02,0.0,True
S000582,O000582,CarrierA,WH-CENTRAL,2025-10-27,2025-10-28,2025-10-28,1700.34,817.16,8.28,0.0,True
S000583,O000583,CarrierC,WH-CENTRAL,2025-11-21,2025-11-25,2025-11-25,1624.74,1264.35,14.06,0.0,True
S000584,O000584,CarrierC,WH-NORTH,2025-04-17,2025-04-23,2025-04-23,169.18,119.48,12.84,0.0,True
S000585,O000585,CarrierA,WH-SOUTH,2025-06-29,2025-07-06,2025-07-06,442.2,315.25,10.12,0.0,True
S000586,O000586,CarrierA,WH-SOUTH,2025-01-30,2025-02-01,2025-02-01,597.56,262.2,17.95,0.0,True
S000587,O000587,CarrierB,WH-NORTH,2025-07-14,2025-07-17,2025-07-17,975.73,581.68,16.34,0.0,True
S000588,O000588,CarrierB,WH-NORTH,2025-06-21,2025-06-28,2025-06-28,390.66,213.2,11.28,0.0,True
S000589,O000589,CarrierB,WH-CENTRAL,2025-08-03,2025-08-08,2025-08-07,365.84,313.69,17.17,31.69,False
S000590,O000590,CarrierB,WH-NORTH,2025-09-30,2025-10-02,2025-10-02,45.71,44.09,15.0,0.0,True
S000591,O000591,CarrierA,WH-NORTH,2025-05-03,2025-05-05,2025-05-05,351.54,322.66,9.33,0.0,True
S000592,O000592,CarrierD,WH-NORTH,2025-07-06,2025-07-08,2025-07-08,283.52,128.13,7.37,0.0,True
S000593,O000593,CarrierA,WH-CENTRAL,2025-04-08,2025-04-12,2025-04-10,382.49,181.56,5.48,52.54,False
S000594,O000594,CarrierA,WH-SOUTH,2025-08-17,2025-08-22,2025-08-19,386.95,248.9,11.4,38.85,False
S000595,O000595,CarrierC,WH-SOUTH,2025-10-28,2025-10-31,2025-10-31,1062.44,583.53,16.35,0.0,True
S000596,O000596,CarrierD,WH-NORTH,2025-02-15,2025-02-16,2025-02-16,79.3,81.52,14.63,0.0,True
S000597,O000597,CarrierA,WH-SOUTH,2025-05-21,2025-05-26,2025-05-26,15.03,17.66,7.83,0.0,True
S000598,O000598,CarrierD,WH-CENTRAL,2025-03-25,2025-03-30,2025-03-28,121.36,111.74,9.81,5.6,False
S000599,O000599,CarrierB,WH-SOUTH,2025-11-28,2025-12-01,2025-12-01,21.98,35.98,10.79,0.0,True
S000600,O000600,CarrierD,WH-CENTRAL,2025-08-08,2025-08-12,2025-08-10,930.39,360.28,17.11,32.66,False
S000601,O000601,CarrierA,WH-NORTH,2025-02-14,2025-02-20,2025-02-19,1246.49,874.26,5.41,6.72,False
S000602,O000602,CarrierB,WH-NORTH,2025-04-07,2025-04-09,2025-04-09,1007.73,595.76,8.96,0.0,True
S000603,O000603,CarrierC,WH-NORTH,2025-05-28,2025-05-31,2025-05-31,350.92,252.26,10.27,0.0,True
S000604,O000604,CarrierB,WH-NORTH,2025-07-28,2025-07-30,2025-07-30,337.26,264.13,5.76,0.0,True
S000605,O000605,CarrierB,WH-CENTRAL,2025-10-01,2025-10-01,2025-09-30,143.28,127.5,12.04,20.99,False
S000606,O000606,CarrierC,WH-NORTH,2025-04-03,2025-04-08,2025-04-07,536.75,385.32,4.83,13.99,False
S000607,O000607,CarrierB,WH-SOUTH,2025-09-16,2025-09-22,2025-09-21,685.88,425.54,14.35,25.21,False
S000608,O000608,CarrierB,WH-SOUTH,2025-04-16,2025-04-18,2025-04-17,231.55,158.93,8.62,34.37,False
S000609,O000609,CarrierC,WH-CENTRAL,2025-05-13,2025-05-20,2025-05-17,1380.72,1130.78,15.65,31.28,False
S000610,O000610,CarrierD,WH-NORTH,2025-11-23,2025-11-24,2025-11-24,1557.54,1076.24,7.02,0.0,True
S000611,O000611,CarrierB,WH-CENTRAL,2025-12-08,2025-12-10,2025-12-10,699.95,583.82,6.6,0.0,True
S000612,O000612,CarrierC,WH-CENTRAL,2025-07-22,2025-07-25,2025-07-25,1427.18,1015.5,14.7,0.0,True
S000613,O000613,CarrierC,WH-NORTH,2025-04-25,2025-04-26,2025-04-26,129.48,130.29,12.28,0.0,True
S000614,O000614,CarrierC,WH-CENTRAL,2025-08-11,2025-08-13,2025-08-13,304.41,253.53,10.39,0.0,True
S000615,O000615,CarrierD,WH-NORTH,2025-10-12,2025-10-15,2025-10-15,579.95,470.2,11.68,0.0,True
S000616,O000616,CarrierB,WH-CENTRAL,2025-12-09,2025-12-10,2025-12-10,682.26,446.19,17.64,0.0,True
S000617,O000617,CarrierC,WH-SOUTH,2025-03-28,2025-04-01,2025-03-30,857.85,633.74,8.53,46.03,False
S000618,O000618,CarrierA,WH-CENTRAL,2025-12-20,2025-12-21,2025-12-21,798.42,568.61,17.32,0.0,True
S000619,O000619,CarrierB,WH-CENTRAL,2025-02-03,2025-02-06,2025-02-06,881.12,695.57,9.34,0.0,True
S000620,O000620,CarrierB,WH-NORTH,2025-12-11,2025-12-18,2025-12-18,867.32,688.48,14.36,0.0,True
S000621,O000621,CarrierB,WH-NORTH,2025-10-18,2025-10-18,2025-10-18,520.24,424.03,15.76,0.0,True
S000622,O000622,CarrierA,WH-CENTRAL,2025-11-03,2025-11-04,2025-11-04,583.18,257.69,16.73,0.0,True
S000623,O000623,CarrierD,WH-CENTRAL,2025-10-12,2025-10-14,2025-10-14,25.2,36.94,8.55,0.0,True
S000624,O000624,CarrierA,WH-CENTRAL,2025-01-05,2025-01-10,2025-01-10,862.0,410.1,8.72,0.0,True
S000625,O000625,CarrierB,WH-SOUTH,2025-08-10,2025-08-10,2025-08-10,366.02,272.45,17.37,0.0,True
S000626,O000626,CarrierA,WH-NORTH,2025-05-04,2025-05-07,2025-05-07,996.76,779.95,17.51,0.0,True
S000627,O000627,CarrierC,WH-NORTH,2025-07-13,2025-07-15,2025-07-15,90.32,91.23,10.66,0.0,True
S000628,O000628,CarrierA,WH-CENTRAL,2025-06-10,2025-06-12,2025-06-12,1163.26,783.3,13.44,0.0,True
S000629,O000629,CarrierC,WH-SOUTH,2025-10-24,2025-10-26,2025-10-26,567.82,462.61,12.97,0.0,True
S000630,O000630,CarrierA,WH-NORTH,2025-02-09,2025-02-11,2025-02-11,962.4,410.57,12.88,0.0,True
S000631,O000631,CarrierC,WH-SOUTH,2025-01-14,2025-01-20,2025-01-19,482.16,327.35,8.82,8.18,False
S000632,O000632,CarrierD,WH-CENTRAL,2025-03-04,2025-03-09,2025-03-08,113.16,65.92,5.47,34.31,False
S000633,O000633,CarrierA,WH-NORTH,2025-01-06,2025-01-09,2025-01-09,631.35,286.93,16.16,0.0,True
S000634,O000634,CarrierC,WH-NORTH,2025-01-11,2025-01-12,2025-01-13,939.96,720.98,11.97,0.0,True
S000635,O000635,CarrierC,WH-NORTH,2025-09-08,2025-09-08,2025-09-08,414.66,252.27,10.46,0.0,True
S000636,O000636,CarrierC,WH-SOUTH,2025-10-27,2025-10-27,2025-10-27,1282.46,813.02,6.89,0.0,True
S000637,O000637,CarrierC,WH-SOUTH,2025-03-19,2025-03-19,2025-03-19,1629.89,981.02,11.33,0.0,True
S000638,O000638,CarrierC,WH-CENTRAL,2025-08-15,2025-08-15,2025-08-15,510.36,267.97,11.39,0.0,True
S000639,O000639,CarrierA,WH-CENTRAL,2025-01-19,2025-01-21,2025-01-21,945.82,372.45,13.79,0.0,True
S000640,O000640,CarrierA,WH-CENTRAL,2025-04-14,2025-04-20,2025-04-17,323.35,178.34,9.61,53.9,False
S000641,O000641,CarrierB,WH-CENTRAL,2025-06-12,2025-06-15,2025-06-15,1096.6,686.61,13.14,0.0,True
S000642,O000642,CarrierB,WH-NORTH,2025-08-07,2025-08-11,2025-08-12,559.95,246.33,15.66,0.0,True
S000643,O000643,CarrierD,WH-NORTH,2025-08-03,2025-08-06,2025-08-06,956.99,676.78,8.52,0.0,True
S000644,O000644,CarrierB,WH-NORTH,2025-03-17,2025-03-20,2025-03-19,1308.44,1025.26,14.96,47.77,False
S000645,O000645,CarrierB,WH-CENTRAL,2025-07-19,2025-07-21,2025-07-21,1235.03,807.94,4.01,0.0,True
S000646,O000646,CarrierA,WH-CENTRAL,2025-07-31,2025-07-31,2025-07-31,602.53,319.69,6.3,0.0,True
S000647,O000647,CarrierA,WH-NORTH,2025-02-01,2025-02-04,2025-02-04,325.47,272.79,7.48,0.0,True
S000648,O000648,CarrierD,WH-SOUTH,2025-05-27,2025-05-29,2025-05-29,1458.22,1122.49,4.27,0.0,True
S000649,O000649,CarrierA,WH-CENTRAL,2025-09-05,2025-09-07,2025-09-07,46.82,65.73,14.81,0.0,True
S000650,O000650,CarrierA,WH-NORTH,2025-09-03,2025-09-05,2025-09-05,759.62,636.62,4.49,0.0,True
S000651,O000651,CarrierB,WH-SOUTH,2025-05-27,2025-06-03,2025-06-03,1463.54,810.19,4.28,0.0,True
S000652,O000652,CarrierB,WH-NORTH,2025-03-13,2025-03-16,2025-03-15,686.17,467.37,15.26,39.55,False
S000653,O000653,CarrierA,WH-NORTH,2025-11-16,2025-11-23,2025-11-22,138.46,95.36,11.78,24.1,False
S000654,O000654,CarrierC,WH-CENTRAL,2025-02-09,2025-02-10,2025-02-10,218.01,140.45,5.03,0.0,True
S000655,O000655,CarrierC,WH-NORTH,2025-04-05,2025-04-09,2025-04-09,819.35,465.99,9.74,0.0,True
S000656,O000656,CarrierD,WH-SOUTH,2025-09-16,2025-09-20,2025-09-20,434.38,359.07,14.01,0.0,True
S000657,O000657,CarrierB,WH-CENTRAL,2025-07-21,2025-07-25,2025-07-25,1058.64,451.66,17.32,0.0,True
S000658,O000658,CarrierB,WH-NORTH,2025-11-27,2025-12-02,2025-12-01,404.57,290.33,13.57,48.49,False
S000659,O000659,CarrierA,WH-SOUTH,2025-10-20,2025-10-24,2025-10-23,1241.85,535.36,10.34,42.98,False
S000660,O000660,CarrierC,WH-CENTRAL,2025-09-11,2025-09-15,2025-09-15,148.35,94.71,4.59,0.0,True
S000661,O000661,CarrierD,WH-CENTRAL,2025-03-27,2025-03-29,2025-03-29,747.02,555.32,4.3,0.0,True
S000662,O000662,CarrierA,WH-CENTRAL,2025-07-02,2025-07-07,2025-07-04,331.24,187.91,16.44,48.64,False
S000663,O000663,CarrierA,WH-NORTH,2025-11-08,2025-11-13,2025-11-13,400.78,339.43,4.66,0.0,True
S000664,O000664,CarrierB,WH-CENTRAL,2025-03-18,2025-03-21,2025-03-21,212.03,153.33,5.03,0.0,True
S000665,O000665,CarrierA,WH-SOUTH,2025-06-11,2025-06-16,2025-06-16,470.03,298.44,12.81,0.0,True
S000666,O000666,CarrierC,WH-CENTRAL,2025-07-25,2025-07-27,2025-07-25,384.45,185.06,13.63,38.57,False
S000667,O000667,CarrierD,WH-CENTRAL,2025-02-14,2025-02-14,2025-02-14,494.04,416.31,12.45,0.0,True
S000668,O000668,CarrierC,WH-NORTH,2025-03-18,2025-03-25,2025-03-25,2057.7,1564.44,16.6,0.0,True
S000669,O000669,CarrierB,WH-CENTRAL,2025-02-27,2025-02-28,2025-02-28,408.14,272.91,5.07,0.0,True
S000670,O000670,CarrierB,WH-NORTH,2025-11-23,2025-11-26,2025-11-26,846.76,429.33,9.49,0.0,True
S000671,O000671,CarrierB,WH-NORTH,2025-07-25,2025-07-25,2025-07-26,231.6,180.73,13.28,0.0,True
S000672,O000672,CarrierC,WH-SOUTH,2025-03-07,2025-03-13,2025-03-13,435.33,379.49,12.43,0.0,True
S000673,O000673,CarrierC,WH-SOUTH,2025-05-14,2025-05-15,2025-05-14,140.46,144.48,12.53,6.14,False
S000674,O000674,CarrierD,WH-NORTH,2025-01-07,2025-01-10,2025-01-10,1315.91,1045.0,15.59,0.0,True
S000675,O000675,CarrierB,WH-SOUTH,2025-03-08,2025-03-14,2025-03-14,211.67,190.96,8.76,0.0,True
S000676,O000676,CarrierA,WH-CENTRAL,2025-10-14,2025-10-16,2025-10-16,154.68,102.61,10.55,0.0,True
S000677,O000677,CarrierA,WH-NORTH,2025-01-27,2025-02-01,2025-02-01,7.92,25.59,6.35,0.0,True
S000678,O000678,CarrierB,WH-NORTH,2025-06-22,2025-06-24,2025-06-25,405.17,288.97,7.28,0.0,True
S000679,O000679,CarrierB,WH-SOUTH,2025-10-02,2025-10-09,2025-10-09,869.18,643.51,14.28,0.0,True
S000680,O000680,CarrierB,WH-SOUTH,2025-06-19,2025-06-27,2025-06-26,347.7,239.79,15.36,49.86,False
S000681,O000681,CarrierB,WH-CENTRAL,2025-09-11,2025-09-17,2025-09-15,256.6,164.46,9.27,32.19,False
S000682,O000682,CarrierA,WH-SOUTH,2025-11-15,2025-11-17,2025-11-18,235.82,95.16,4.58,0.0,True
S000683,O000683,CarrierA,WH-CENTRAL,2025-02-16,2025-02-25,2025-02-22,237.39,221.59,13.02,26.54,False
S000684,O000684,CarrierA,WH-CENTRAL,2025-05-27,2025-05-30,2025-05-30,693.41,335.23,7.1,0.0,True
S000685,O000685,CarrierC,WH-SOUTH,2025-05-19,2025-05-23,2025-05-21,397.57,315.28,8.51,10.19,False
S000686,O000686,CarrierB,WH-NORTH,2025-02-17,2025-02-21,2025-02-21,473.19,357.25,9.19,0.0,True
S000687,O000687,CarrierB,WH-NORTH,2025-07-08,2025-07-10,2025-07-10,691.55,410.74,4.7,0.0,True
S000688,O000688,CarrierD,WH-CENTRAL,2025-01-21,2025-01-25,2025-01-25,209.44,155.15,14.05,0.0,True
S000689,O000689,CarrierB,WH-SOUTH,2025-08-11,2025-08-19,2025-08-16,1587.8,926.09,8.31,33.41,False
S000690,O000690,CarrierD,WH-NORTH,2025-04-15,2025-04-20,2025-04-18,187.91,113.58,9.04,31.82,False
S000691,O000691,CarrierB,WH-CENTRAL,2025-10-25,2025-11-01,2025-11-01,309.8,274.41,7.58,0.0,True
S000692,O000692,CarrierD,WH-CENTRAL,2025-10-31,2025-11-01,2025-11-01,417.38,353.83,15.38,0.0,True
S000693,O000693,CarrierB,WH-SOUTH,2025-01-16,2025-01-22,2025-01-21,576.36,231.11,14.76,35.54,False
S000694,O000694,CarrierA,WH-CENTRAL,2025-10-27,2025-10-30,2025-10-29,900.58,646.18,12.64,10.51,False
S000695,O000695,CarrierC,WH-SOUTH,2025-11-07,2025-11-13,2025-11-12,239.4,138.17,13.54,37.74,False
S000696,O000696,CarrierC,WH-CENTRAL,2025-12-14,2025-12-16,2025-12-16,290.44,207.38,4.23,0.0,True
S000697,O000697,CarrierB,WH-NORTH,2025-11-19,2025-11-26,2025-11-21,989.58,492.93,14.01,51.43,False
S000698,O000698,CarrierB,WH-SOUTH,2025-07-09,2025-07-14,2025-07-14,746.9,431.34,4.46,0.0,True
S000699,O000699,CarrierD,WH-NORTH,2025-04-14,2025-04-16,2025-04-16,16.7,41.8,13.55,0.0,True
S000700,O000700,CarrierA,WH-NORTH,2025-12-30,2026-01-03,2026-01-03,83.2,83.61,8.05,0.0,True
S000701,O000701,CarrierB,WH-CENTRAL,2025-01-21,2025-01-28,2025-01-23,669.7,477.89,9.76,52.48,False
S000702,O000702,CarrierC,WH-CENTRAL,2025-02-26,2025-02-26,2025-02-26,922.1,677.16,17.06,0.0,True
S000703,O000703,CarrierB,WH-CENTRAL,2025-01-28,2025-02-02,2025-02-02,160.25,89.01,11.82,0.0,True
S000704,O000704,CarrierD,WH-SOUTH,2025-03-31,2025-03-31,2025-03-30,762.68,485.86,14.85,34.77,False
S000705,O000705,CarrierD,WH-NORTH,2025-05-22,2025-06-01,2025-05-27,449.28,327.48,17.69,43.47,False
S000706,O000706,CarrierA,WH-SOUTH,2025-10-30,2025-11-02,2025-11-01,1108.81,602.4,12.47,34.31,False
S000707,O000707,CarrierA,WH-NORTH,2025-03-23,2025-03-25,2025-03-25,480.84,317.14,14.72,0.0,True
S000708,O000708,CarrierD,WH-SOUTH,2025-09-26,2025-09-30,2025-09-30,97.68,74.11,9.36,0.0,True
S000709,O000709,CarrierB,WH-SOUTH,2025-02-24,2025-03-02,2025-03-02,655.21,452.97,9.16,0.0,True
S000710,O000710,CarrierA,WH-NORTH,2025-06-01,2025-06-03,2025-06-03,805.99,410.33,4.64,0.0,True
S000711,O000711,CarrierC,WH-CENTRAL,2025-07-30,2025-08-02,2025-08-02,937.36,720.05,14.74,0.0,True
S000712,O000712,CarrierC,WH-CENTRAL,2025-04-16,2025-04-20,2025-04-20,607.58,474.05,5.18,0.0,True
S000713,O000713,CarrierD,WH-CENTRAL,2025-06-28,2025-07-01,2025-06-28,963.82,416.3,5.0,51.83,False
S000714,O000714,CarrierD,WH-SOUTH,2025-06-15,2025-06-19,2025-06-19,938.93,420.58,7.07,0.0,True
S000715,O000715,CarrierD,WH-NORTH,2025-03-20,2025-03-21,2025-03-21,780.57,609.5,13.07,0.0,True
S000716,O000716,CarrierD,WH-CENTRAL,2025-03-25,2025-03-30,2025-03-30,154.31,124.88,7.07,0.0,True
S000717,O000717,CarrierA,WH-SOUTH,2025-08-15,2025-08-23,2025-08-18,125.86,110.67,11.68,21.49,False
