snapshot_date,warehouse,sku,on_hand_units,average_daily_demand,inventory_value
2025-04-01,WH-NORTH,SKU-0012,5,0.0,241.97
2025-04-01,WH-NORTH,SKU-0013,31,3.0,2480.09
2025-04-01,WH-NORTH,SKU-0014,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0015,0,0.5,0.0
2025-04-01,WH-NORTH,SKU-0016,7,0.0,1260.49
2025-04-01,WH-NORTH,SKU-0017,24,1.1333,316.67
2025-04-01,WH-NORTH,SKU-0018,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0019,26,1.0667,3361.07
2025-04-01,WH-NORTH,SKU-0020,12,0.0,2789.09
2025-04-01,WH-NORTH,SKU-0021,5,0.0333,1092.77
2025-04-01,WH-NORTH,SKU-0022,6,0.0,1006.6
2025-04-01,WH-NORTH,SKU-0023,9,0.0,1649.04
2025-04-01,WH-NORTH,SKU-0024,18,0.8,4014.35
2025-04-01,WH-NORTH,SKU-0025,15,1.6667,996.68
2025-04-01,WH-NORTH,SKU-0026,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0027,24,1.0,640.86
2025-04-01,WH-NORTH,SKU-0028,12,0.6,1903.84
2025-04-01,WH-NORTH,SKU-0029,56,2.6667,10155.38
2025-04-01,WH-NORTH,SKU-0030,35,1.8667,1886.31
2025-04-01,WH-NORTH,SKU-0031,34,1.1667,7985.09
2025-04-01,WH-NORTH,SKU-0032,15,1.9333,2633.4
2025-04-01,WH-NORTH,SKU-0033,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0034,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0035,5,0.0,824.34
2025-04-01,WH-NORTH,SKU-0036,7,0.0,1722.26
2025-04-01,WH-NORTH,SKU-0037,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0038,8,0.0,625.2
2025-04-01,WH-NORTH,SKU-0039,12,0.6333,315.88
2025-04-01,WH-NORTH,SKU-0040,11,0.0,2248.0
2025-04-01,WH-NORTH,SKU-0041,14,1.8,160.16
2025-04-01,WH-NORTH,SKU-0042,31,2.5,2554.6
2025-04-01,WH-NORTH,SKU-0043,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0044,19,3.1667,3265.31
2025-04-01,WH-NORTH,SKU-0045,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0046,2,0.0,158.81
2025-04-01,WH-NORTH,SKU-0047,28,1.9333,5419.72
2025-04-01,WH-NORTH,SKU-0048,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0049,15,1.0,1782.08
2025-04-01,WH-NORTH,SKU-0050,2,0.0,305.5
2025-04-01,WH-NORTH,SKU-0051,29,1.4,4278.43
2025-04-01,WH-NORTH,SKU-0052,30,1.7,353.93
2025-04-01,WH-NORTH,SKU-0053,7,0.0,1706.51
2025-04-01,WH-NORTH,SKU-0054,14,1.4,3153.3
2025-04-01,WH-NORTH,SKU-0055,35,2.5667,1603.14
2025-04-01,WH-NORTH,SKU-0056,18,2.8,2660.62
2025-04-01,WH-NORTH,SKU-0057,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0058,38,2.6,6640.77
2025-04-01,WH-NORTH,SKU-0059,27,1.4,6463.61
2025-04-01,WH-NORTH,SKU-0060,34,1.7,1271.97
2025-04-01,WH-NORTH,SKU-0061,21,1.7667,1708.71
2025-04-01,WH-NORTH,SKU-0062,0,1.0,0.0
2025-04-01,WH-NORTH,SKU-0063,18,1.6333,1353.92
2025-04-01,WH-NORTH,SKU-0064,12,0.0,2867.63
2025-04-01,WH-NORTH,SKU-0065,20,2.2,1808.84
2025-04-01,WH-NORTH,SKU-0066,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0067,0,0.4333,0.0
2025-04-01,WH-NORTH,SKU-0068,28,0.1333,5640.25
2025-04-01,WH-NORTH,SKU-0069,29,0.8667,1094.17
2025-04-01,WH-NORTH,SKU-0070,15,0.8,2555.27
2025-04-01,WH-NORTH,SKU-0071,0,0.1667,0.0
2025-04-01,WH-NORTH,SKU-0072,0,0.0667,0.0
2025-04-01,WH-NORTH,SKU-0073,32,1.7667,1148.22
2025-04-01,WH-NORTH,SKU-0074,3,0.0,236.08
2025-04-01,WH-NORTH,SKU-0075,27,0.9333,6616.57
2025-04-01,WH-NORTH,SKU-0076,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0077,35,1.4,1559.44
2025-04-01,WH-NORTH,SKU-0078,13,1.9,2945.59
2025-04-01,WH-NORTH,SKU-0079,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0080,31,1.8333,3755.09
2025-04-01,WH-NORTH,SKU-0081,9,0.0,196.12
2025-04-01,WH-NORTH,SKU-0082,2,1.8333,205.37
2025-04-01,WH-NORTH,SKU-0083,19,1.3333,1550.57
2025-04-01,WH-NORTH,SKU-0084,0,0.3667,0.0
2025-04-01,WH-NORTH,SKU-0085,4,0.0,961.27
2025-04-01,WH-NORTH,SKU-0086,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0087,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0088,25,1.2,2684.0
2025-04-01,WH-NORTH,SKU-0089,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0090,0,0.5333,0.0
2025-04-01,WH-NORTH,SKU-0091,3,0.3667,722.5
2025-04-01,WH-NORTH,SKU-0092,20,0.6,1812.03
2025-04-01,WH-NORTH,SKU-0093,51,1.5667,8118.51
2025-04-01,WH-NORTH,SKU-0094,48,4.9333,1732.37
2025-04-01,WH-NORTH,SKU-0095,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0096,3,2.2333,35.29
2025-04-01,WH-NORTH,SKU-0097,27,1.2333,3596.97
2025-04-01,WH-NORTH,SKU-0098,15,2.1667,2115.3
2025-04-01,WH-NORTH,SKU-0099,26,0.9667,5018.3
2025-04-01,WH-NORTH,SKU-0100,6,0.6333,310.33
2025-04-01,WH-NORTH,SKU-0101,0,0.6667,0.0
2025-04-01,WH-NORTH,SKU-0102,20,1.1667,1309.88
2025-04-01,WH-NORTH,SKU-0103,23,1.8,4696.57
2025-04-01,WH-NORTH,SKU-0104,21,1.5667,1624.28
2025-04-01,WH-NORTH,SKU-0105,15,2.5,3408.74
2025-04-01,WH-NORTH,SKU-0106,14,1.4333,2376.14
2025-04-01,WH-NORTH,SKU-0107,29,1.2667,2676.09
2025-04-01,WH-NORTH,SKU-0108,5,1.8,688.63
2025-04-01,WH-NORTH,SKU-0109,3,0.2,455.99
2025-04-01,WH-NORTH,SKU-0110,15,2.2667,1366.53
2025-04-01,WH-NORTH,SKU-0111,53,2.1,10337.76
2025-04-01,WH-NORTH,SKU-0112,37,2.4333,5452.78
2025-04-01,WH-NORTH,SKU-0113,15,1.3667,1675.58
2025-04-01,WH-NORTH,SKU-0114,22,0.8667,2437.91
2025-04-01,WH-NORTH,SKU-0115,25,1.4667,4288.08
2025-04-01,WH-NORTH,SKU-0116,0,0.0,0.0
2025-04-01,WH-NORTH,SKU-0117,12,2.1667,2764.28
2025-04-01,WH-NORTH,SKU-0118,3,0.7,299.84
2025-04-01,WH-NORTH,SKU-0119,1,0.0,128.08
2025-04-01,WH-NORTH,SKU-0120,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0001,6,0.0,794.28
2025-04-01,WH-CENTRAL,SKU-0002,5,0.0,401.31
2025-04-01,WH-CENTRAL,SKU-0003,4,0.4667,652.89
2025-04-01,WH-CENTRAL,SKU-0004,22,1.1,2884.16
2025-04-01,WH-CENTRAL,SKU-0005,15,1.3,3058.61
2025-04-01,WH-CENTRAL,SKU-0006,8,1.1333,1030.83
2025-04-01,WH-CENTRAL,SKU-0007,60,4.1667,13214.19
2025-04-01,WH-CENTRAL,SKU-0008,17,1.4,104.35
2025-04-01,WH-CENTRAL,SKU-0009,32,1.5667,2334.82
2025-04-01,WH-CENTRAL,SKU-0010,17,0.8667,205.79
2025-04-01,WH-CENTRAL,SKU-0011,4,0.0,657.91
2025-04-01,WH-CENTRAL,SKU-0012,18,1.4,871.1
2025-04-01,WH-CENTRAL,SKU-0013,20,1.4667,1600.06
2025-04-01,WH-CENTRAL,SKU-0014,8,0.4333,1640.01
2025-04-01,WH-CENTRAL,SKU-0015,1,0.0,98.97
2025-04-01,WH-CENTRAL,SKU-0016,22,2.6667,3961.54
2025-04-01,WH-CENTRAL,SKU-0017,28,1.3333,369.45
2025-04-01,WH-CENTRAL,SKU-0018,0,0.4,0.0
2025-04-01,WH-CENTRAL,SKU-0019,29,0.1333,3748.89
2025-04-01,WH-CENTRAL,SKU-0020,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0021,13,0.0,2841.2
2025-04-01,WH-CENTRAL,SKU-0022,1,0.0,167.77
2025-04-01,WH-CENTRAL,SKU-0023,0,0.0667,0.0
2025-04-01,WH-CENTRAL,SKU-0024,20,1.9333,4460.39
2025-04-01,WH-CENTRAL,SKU-0025,0,0.2667,0.0
2025-04-01,WH-CENTRAL,SKU-0026,15,2.0667,3391.91
2025-04-01,WH-CENTRAL,SKU-0027,32,1.3667,854.48
2025-04-01,WH-CENTRAL,SKU-0028,4,0.0,634.61
2025-04-01,WH-CENTRAL,SKU-0029,22,0.8,3989.61
2025-04-01,WH-CENTRAL,SKU-0030,23,0.9,1239.57
2025-04-01,WH-CENTRAL,SKU-0031,7,0.0,1643.99
2025-04-01,WH-CENTRAL,SKU-0032,15,0.7333,2633.4
2025-04-01,WH-CENTRAL,SKU-0033,67,1.6667,9789.57
2025-04-01,WH-CENTRAL,SKU-0034,2,0.0,473.7
2025-04-01,WH-CENTRAL,SKU-0035,32,2.0333,5275.78
2025-04-01,WH-CENTRAL,SKU-0036,57,2.7,14024.11
2025-04-01,WH-CENTRAL,SKU-0037,11,1.3333,394.76
2025-04-01,WH-CENTRAL,SKU-0038,4,0.2667,312.6
2025-04-01,WH-CENTRAL,SKU-0039,18,0.2667,473.81
2025-04-01,WH-CENTRAL,SKU-0040,37,1.3667,7561.45
2025-04-01,WH-CENTRAL,SKU-0041,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0042,15,0.8333,1236.1
2025-04-01,WH-CENTRAL,SKU-0043,28,0.8,4810.81
2025-04-01,WH-CENTRAL,SKU-0044,27,0.3667,4640.18
2025-04-01,WH-CENTRAL,SKU-0045,1,0.0,225.51
2025-04-01,WH-CENTRAL,SKU-0046,0,0.4,0.0
2025-04-01,WH-CENTRAL,SKU-0047,15,1.1333,2903.42
2025-04-01,WH-CENTRAL,SKU-0048,33,2.0333,2165.48
2025-04-01,WH-CENTRAL,SKU-0049,9,0.8667,1069.25
2025-04-01,WH-CENTRAL,SKU-0050,39,1.4333,5957.31
2025-04-01,WH-CENTRAL,SKU-0051,9,0.0,1327.79
2025-04-01,WH-CENTRAL,SKU-0052,0,1.1,0.0
2025-04-01,WH-CENTRAL,SKU-0053,26,1.9,6338.48
2025-04-01,WH-CENTRAL,SKU-0054,17,3.5333,3829.01
2025-04-01,WH-CENTRAL,SKU-0055,5,0.0,229.02
2025-04-01,WH-CENTRAL,SKU-0056,4,0.0,591.25
2025-04-01,WH-CENTRAL,SKU-0057,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0058,0,0.1667,0.0
2025-04-01,WH-CENTRAL,SKU-0059,6,1.0,1436.36
2025-04-01,WH-CENTRAL,SKU-0060,1,0.5333,37.41
2025-04-01,WH-CENTRAL,SKU-0061,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0062,31,1.0333,980.89
2025-04-01,WH-CENTRAL,SKU-0063,37,1.2667,2783.07
2025-04-01,WH-CENTRAL,SKU-0064,15,0.8,3584.54
2025-04-01,WH-CENTRAL,SKU-0065,7,1.7333,633.09
2025-04-01,WH-CENTRAL,SKU-0066,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0067,0,1.4333,0.0
2025-04-01,WH-CENTRAL,SKU-0068,17,1.1667,3424.44
2025-04-01,WH-CENTRAL,SKU-0069,0,0.0667,0.0
2025-04-01,WH-CENTRAL,SKU-0070,19,0.7333,3236.68
2025-04-01,WH-CENTRAL,SKU-0071,31,1.6333,2818.88
2025-04-01,WH-CENTRAL,SKU-0072,28,1.6333,470.01
2025-04-01,WH-CENTRAL,SKU-0073,14,1.8333,502.35
2025-04-01,WH-CENTRAL,SKU-0074,6,0.6667,472.16
2025-04-01,WH-CENTRAL,SKU-0075,5,0.0333,1225.29
2025-04-01,WH-CENTRAL,SKU-0076,11,0.9333,2076.18
2025-04-01,WH-CENTRAL,SKU-0077,6,0.1333,267.33
2025-04-01,WH-CENTRAL,SKU-0078,14,0.3,3172.17
2025-04-01,WH-CENTRAL,SKU-0079,7,0.5333,858.51
2025-04-01,WH-CENTRAL,SKU-0080,22,0.7,2664.9
2025-04-01,WH-CENTRAL,SKU-0081,21,0.8333,457.61
2025-04-01,WH-CENTRAL,SKU-0082,11,1.0,1129.54
2025-04-01,WH-CENTRAL,SKU-0083,50,3.6,4080.45
2025-04-01,WH-CENTRAL,SKU-0084,24,1.2,4090.94
2025-04-01,WH-CENTRAL,SKU-0085,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0086,6,0.8,384.68
2025-04-01,WH-CENTRAL,SKU-0087,8,1.1333,416.06
2025-04-01,WH-CENTRAL,SKU-0088,43,2.4667,4616.48
2025-04-01,WH-CENTRAL,SKU-0089,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0090,71,3.0333,12772.47
2025-04-01,WH-CENTRAL,SKU-0091,35,1.1,8429.19
2025-04-01,WH-CENTRAL,SKU-0092,18,0.9333,1630.83
2025-04-01,WH-CENTRAL,SKU-0093,43,2.1333,6845.02
2025-04-01,WH-CENTRAL,SKU-0094,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0095,29,1.3667,2103.17
2025-04-01,WH-CENTRAL,SKU-0096,0,0.2333,0.0
2025-04-01,WH-CENTRAL,SKU-0097,26,3.9667,3463.75
2025-04-01,WH-CENTRAL,SKU-0098,41,1.3,5781.82
2025-04-01,WH-CENTRAL,SKU-0099,11,1.5333,2123.13
2025-04-01,WH-CENTRAL,SKU-0100,40,1.3333,2068.88
2025-04-01,WH-CENTRAL,SKU-0101,8,1.6,1775.62
2025-04-01,WH-CENTRAL,SKU-0102,0,0.0333,0.0
2025-04-01,WH-CENTRAL,SKU-0103,14,0.8333,2858.78
2025-04-01,WH-CENTRAL,SKU-0104,0,0.0,0.0
2025-04-01,WH-CENTRAL,SKU-0105,11,1.9333,2499.74
2025-04-01,WH-CENTRAL,SKU-0106,35,1.8667,5940.36
2025-04-01,WH-CENTRAL,SKU-0107,0,0.0333,0.0
2025-04-01,WH-CENTRAL,SKU-0108,2,0.0,275.45
2025-04-01,WH-CENTRAL,SKU-0109,1,0.0,152.0
2025-04-01,WH-CENTRAL,SKU-0110,5,0.2,455.51
2025-04-01,WH-CENTRAL,SKU-0111,17,1.0667,3315.88
2025-04-01,WH-CENTRAL,SKU-0112,2,0.3,294.75
2025-04-01,WH-CENTRAL,SKU-0113,35,0.9667,3909.68
2025-04-01,WH-CENTRAL,SKU-0114,3,1.2,332.44
2025-04-01,WH-CENTRAL,SKU-0115,3,0.0,514.57
2025-04-01,WH-CENTRAL,SKU-0116,91,3.5333,13540.03
2025-04-01,WH-CENTRAL,SKU-0117,29,1.3,6680.34
2025-04-01,WH-CENTRAL,SKU-0118,11,0.0,1099.41
2025-04-01,WH-CENTRAL,SKU-0119,61,2.6667,7812.79
2025-04-01,WH-CENTRAL,SKU-0120,5,0.0,359.62
2025-04-01,WH-SOUTH,SKU-0001,4,0.0,529.52
2025-04-01,WH-SOUTH,SKU-0002,34,1.2667,2728.89
2025-04-01,WH-SOUTH,SKU-0003,17,1.3667,2774.8
2025-04-01,WH-SOUTH,SKU-0004,3,0.0,393.29
2025-04-01,WH-SOUTH,SKU-0005,19,1.1667,3874.23
2025-04-01,WH-SOUTH,SKU-0006,30,1.9333,3865.62
2025-04-01,WH-SOUTH,SKU-0007,0,0.5,0.0
2025-04-01,WH-SOUTH,SKU-0008,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0009,46,1.0667,3356.3
2025-04-01,WH-SOUTH,SKU-0010,22,0.0,266.32
2025-04-01,WH-SOUTH,SKU-0011,13,0.0,2138.21
2025-04-01,WH-SOUTH,SKU-0012,5,0.0,241.97
2025-04-01,WH-SOUTH,SKU-0013,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0014,3,0.8333,615.0
2025-04-01,WH-SOUTH,SKU-0015,13,0.1,1286.64
2025-04-01,WH-SOUTH,SKU-0016,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0017,20,1.2333,263.89
2025-04-01,WH-SOUTH,SKU-0018,7,0.6667,194.19
2025-04-01,WH-SOUTH,SKU-0019,12,0.0,1551.26
2025-04-01,WH-SOUTH,SKU-0020,3,0.1,697.27
2025-04-01,WH-SOUTH,SKU-0021,6,0.0,1311.32
2025-04-01,WH-SOUTH,SKU-0022,6,0.0,1006.6
2025-04-01,WH-SOUTH,SKU-0023,9,0.9,1649.04
2025-04-01,WH-SOUTH,SKU-0024,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0025,40,1.0333,2657.82
2025-04-01,WH-SOUTH,SKU-0026,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0027,21,2.2333,560.75
2025-04-01,WH-SOUTH,SKU-0028,14,1.3667,2221.14
2025-04-01,WH-SOUTH,SKU-0029,31,1.3,5621.73
2025-04-01,WH-SOUTH,SKU-0030,7,0.0,377.26
2025-04-01,WH-SOUTH,SKU-0031,13,0.0,3053.12
2025-04-01,WH-SOUTH,SKU-0032,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0033,3,0.0,438.34
2025-04-01,WH-SOUTH,SKU-0034,6,0.9667,1421.11
2025-04-01,WH-SOUTH,SKU-0035,21,2.0,3462.23
2025-04-01,WH-SOUTH,SKU-0036,0,0.5,0.0
2025-04-01,WH-SOUTH,SKU-0037,0,0.3,0.0
2025-04-01,WH-SOUTH,SKU-0038,32,1.4,2500.78
2025-04-01,WH-SOUTH,SKU-0039,7,1.4667,184.26
2025-04-01,WH-SOUTH,SKU-0040,16,1.8,3269.82
2025-04-01,WH-SOUTH,SKU-0041,27,2.8667,308.88
2025-04-01,WH-SOUTH,SKU-0042,3,0.0,247.22
2025-04-01,WH-SOUTH,SKU-0043,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0044,13,0.3667,2234.16
2025-04-01,WH-SOUTH,SKU-0045,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0046,2,0.0,158.81
2025-04-01,WH-SOUTH,SKU-0047,0,1.0667,0.0
2025-04-01,WH-SOUTH,SKU-0048,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0049,6,0.1667,712.83
2025-04-01,WH-SOUTH,SKU-0050,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0051,9,0.5333,1327.79
2025-04-01,WH-SOUTH,SKU-0052,7,1.3333,82.58
2025-04-01,WH-SOUTH,SKU-0053,1,0.0,243.79
2025-04-01,WH-SOUTH,SKU-0054,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0055,0,0.2333,0.0
2025-04-01,WH-SOUTH,SKU-0056,0,0.3667,0.0
2025-04-01,WH-SOUTH,SKU-0057,18,0.7667,1192.95
2025-04-01,WH-SOUTH,SKU-0058,15,0.0,2621.36
2025-04-01,WH-SOUTH,SKU-0059,3,0.0,718.18
2025-04-01,WH-SOUTH,SKU-0060,9,0.6667,336.7
2025-04-01,WH-SOUTH,SKU-0061,9,1.3,732.3
2025-04-01,WH-SOUTH,SKU-0062,14,0.0,442.98
2025-04-01,WH-SOUTH,SKU-0063,0,0.1,0.0
2025-04-01,WH-SOUTH,SKU-0064,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0065,12,1.3,1085.3
2025-04-01,WH-SOUTH,SKU-0066,9,0.0,820.96
2025-04-01,WH-SOUTH,SKU-0067,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0068,10,1.0667,2014.38
2025-04-01,WH-SOUTH,SKU-0069,3,0.0,113.19
2025-04-01,WH-SOUTH,SKU-0070,21,1.3667,3577.38
2025-04-01,WH-SOUTH,SKU-0071,19,1.0333,1727.7
2025-04-01,WH-SOUTH,SKU-0072,12,0.7,201.43
2025-04-01,WH-SOUTH,SKU-0073,16,0.7333,574.11
2025-04-01,WH-SOUTH,SKU-0074,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0075,1,0.0,245.06
2025-04-01,WH-SOUTH,SKU-0076,10,1.7333,1887.44
2025-04-01,WH-SOUTH,SKU-0077,64,2.8,2851.55
2025-04-01,WH-SOUTH,SKU-0078,11,0.0,2492.42
2025-04-01,WH-SOUTH,SKU-0079,21,1.2,2575.53
2025-04-01,WH-SOUTH,SKU-0080,31,0.7667,3755.09
2025-04-01,WH-SOUTH,SKU-0081,40,1.4667,871.64
2025-04-01,WH-SOUTH,SKU-0082,0,0.1333,0.0
2025-04-01,WH-SOUTH,SKU-0083,1,0.0,81.61
2025-04-01,WH-SOUTH,SKU-0084,9,0.5333,1534.1
2025-04-01,WH-SOUTH,SKU-0085,1,0.6,240.32
2025-04-01,WH-SOUTH,SKU-0086,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0087,4,0.0,208.03
2025-04-01,WH-SOUTH,SKU-0088,5,0.0,536.8
2025-04-01,WH-SOUTH,SKU-0089,0,1.1667,0.0
2025-04-01,WH-SOUTH,SKU-0090,13,1.4,2338.62
2025-04-01,WH-SOUTH,SKU-0091,14,0.7667,3371.68
2025-04-01,WH-SOUTH,SKU-0092,20,1.2,1812.03
2025-04-01,WH-SOUTH,SKU-0093,4,0.0,636.75
2025-04-01,WH-SOUTH,SKU-0094,11,0.0,397.0
2025-04-01,WH-SOUTH,SKU-0095,17,1.6667,1232.89
2025-04-01,WH-SOUTH,SKU-0096,16,0.9,188.23
2025-04-01,WH-SOUTH,SKU-0097,17,0.0,2264.76
2025-04-01,WH-SOUTH,SKU-0098,24,1.1333,3384.48
2025-04-01,WH-SOUTH,SKU-0099,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0100,2,0.6667,103.44
2025-04-01,WH-SOUTH,SKU-0101,12,1.2,2663.43
2025-04-01,WH-SOUTH,SKU-0102,28,1.5667,1833.83
2025-04-01,WH-SOUTH,SKU-0103,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0104,11,0.7,850.81
2025-04-01,WH-SOUTH,SKU-0105,7,0.6,1590.74
2025-04-01,WH-SOUTH,SKU-0106,30,1.9,5091.73
2025-04-01,WH-SOUTH,SKU-0107,8,0.0,738.23
2025-04-01,WH-SOUTH,SKU-0108,4,0.0,550.9
2025-04-01,WH-SOUTH,SKU-0109,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0110,14,1.7,1275.43
2025-04-01,WH-SOUTH,SKU-0111,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0112,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0113,3,0.0,335.12
2025-04-01,WH-SOUTH,SKU-0114,3,0.0,332.44
2025-04-01,WH-SOUTH,SKU-0115,11,0.0,1886.75
2025-04-01,WH-SOUTH,SKU-0116,5,0.2333,743.96
2025-04-01,WH-SOUTH,SKU-0117,0,0.0,0.0
2025-04-01,WH-SOUTH,SKU-0118,15,2.2667,1499.19
2025-04-01,WH-SOUTH,SKU-0119,9,1.2,1152.71
2025-04-01,WH-SOUTH,SKU-0120,10,0.0,719.24
2025-05-01,WH-NORTH,SKU-0001,6,1.3548,794.28
2025-05-01,WH-NORTH,SKU-0002,70,3.2581,5618.31
2025-05-01,WH-NORTH,SKU-0003,47,2.4839,7671.5
2025-05-01,WH-NORTH,SKU-0004,8,0.9355,1048.78
2025-05-01,WH-NORTH,SKU-0005,0,0.2581,0.0
2025-05-01,WH-NORTH,SKU-0006,0,0.0,0.0
2025-05-01,WH-NORTH,SKU-0007,2,1.6774,440.47
2025-05-01,WH-NORTH,SKU-0008,15,0.2903,92.07
2025-05-01,WH-NORTH,SKU-0009,11,0.8065,802.59
2025-05-01,WH-NORTH,SKU-0010,7,0.9355,84.74
2025-05-01,WH-NORTH,SKU-0011,12,0.0,1973.73
2025-05-01,WH-NORTH,SKU-0012,4,0.9677,193.58
2025-05-01,WH-NORTH,SKU-0013,10,0.4839,800.03
2025-05-01,WH-NORTH,SKU-0014,51,2.0645,10455.08
2025-05-01,WH-NORTH,SKU-0015,19,1.5484,1880.48
2025-05-01,WH-NORTH,SKU-0016,17,1.5161,3061.19
2025-05-01,WH-NORTH,SKU-0017,14,1.0968,184.72
2025-05-01,WH-NORTH,SKU-0018,0,0.0,0.0
2025-05-01,WH-NORTH,SKU-0019,29,2.5161,3748.89
2025-05-01,WH-NORTH,SKU-0020,19,1.0645,4416.07
2025-05-01,WH-NORTH,SKU-0021,39,4.2258,8523.59
2025-05-01,WH-NORTH,SKU-0022,10,1.129,1677.66
2025-05-01,WH-NORTH,SKU-0023,22,1.6774,4030.99
2025-05-01,WH-NORTH,SKU-0024,0,0.0645,0.0
2025-05-01,WH-NORTH,SKU-0025,13,1.0968,863.79
2025-05-01,WH-NORTH,SKU-0026,0,0.0,0.0
2025-05-01,WH-NORTH,SKU-0027,18,2.0968,480.65
2025-05-01,WH-NORTH,SKU-0028,0,0.0,0.0
2025-05-01,WH-NORTH,SKU-0029,11,0.5484,1994.81
2025-05-01,WH-NORTH,SKU-0030,28,1.3548,1509.05
2025-05-01,WH-NORTH,SKU-0031,8,0.0968,1878.84
2025-05-01,WH-NORTH,SKU-0032,5,1.7097,877.8
2025-05-01,WH-NORTH,SKU-0033,38,1.4194,5552.29
2025-05-01,WH-NORTH,SKU-0034,28,2.6129,6631.86
2025-05-01,WH-NORTH,SKU-0035,64,3.7742,10551.55
2025-05-01,WH-NORTH,SKU-0036,23,1.3548,5658.85
2025-05-01,WH-NORTH,SKU-0037,11,0.871,394.76
2025-05-01,WH-NORTH,SKU-0038,32,2.3226,2500.78
2025-05-01,WH-NORTH,SKU-0039,4,1.3226,105.29
2025-05-01,WH-NORTH,SKU-0040,4,0.0,817.45
2025-05-01,WH-NORTH,SKU-0041,16,1.6452,183.04
2025-05-01,WH-NORTH,SKU-0042,8,0.9355,659.25
2025-05-01,WH-NORTH,SKU-0043,34,2.7097,5841.69
2025-05-01,WH-NORTH,SKU-0044,24,1.9677,4124.6
2025-05-01,WH-NORTH,SKU-0045,4,0.0,902.02
2025-05-01,WH-NORTH,SKU-0046,2,0.2581,158.81
2025-05-01,WH-NORTH,SKU-0047,14,0.3871,2709.86
2025-05-01,WH-NORTH,SKU-0048,12,1.4839,787.45
2025-05-01,WH-NORTH,SKU-0049,16,1.7419,1900.89
2025-05-01,WH-NORTH,SKU-0050,39,0.7097,5957.31
2025-05-01,WH-NORTH,SKU-0051,31,1.5484,4573.49
2025-05-01,WH-NORTH,SKU-0052,0,0.6774,0.0
2025-05-01,WH-NORTH,SKU-0053,59,2.4194,14383.46
2025-05-01,WH-NORTH,SKU-0054,18,1.2903,4054.25
2025-05-01,WH-NORTH,SKU-0055,46,1.7419,2106.98
2025-05-01,WH-NORTH,SKU-0056,0,0.0,0.0
2025-05-01,WH-NORTH,SKU-0057,0,0.3548,0.0
2025-05-01,WH-NORTH,SKU-0058,0,0.5161,0.0
2025-05-01,WH-NORTH,SKU-0059,37,2.5161,8857.54
2025-05-01,WH-NORTH,SKU-0060,8,0.8065,299.29
2025-05-01,WH-NORTH,SKU-0061,61,2.6452,4963.39
2025-05-01,WH-NORTH,SKU-0062,34,2.4194,1075.81
2025-05-01,WH-NORTH,SKU-0063,15,1.0,1128.27
