order_line_id,order_id,customer_id,warehouse,order_date,promised_date,sku,supplier_id,units_ordered,units_shipped,unit_price,unit_weight_kg,revenue
OL0000752,O000304,C0007,WH-CENTRAL,2025-03-15,2025-03-20,SKU-0014,SUP007,24,24,372.73,9.03,8945.52
OL0000753,O000304,C0007,WH-CENTRAL,2025-03-15,2025-03-20,SKU-0079,SUP015,27,27,222.99,5.53,6020.73
OL0000754,O000304,C0007,WH-CENTRAL,2025-03-15,2025-03-20,SKU-0006,SUP009,17,17,234.28,2.96,3982.76
OL0000755,O000305,C0022,WH-NORTH,2025-12-19,2025-12-24,SKU-0068,SUP007,22,22,366.25,16.19,8057.5
OL0000756,O000305,C0022,WH-NORTH,2025-12-19,2025-12-24,SKU-0071,SUP016,14,14,165.33,23.96,2314.62
OL0000757,O000305,C0022,WH-NORTH,2025-12-19,2025-12-24,SKU-0084,SUP020,3,3,309.92,5.59,929.76
OL0000758,O000306,C0025,WH-CENTRAL,2025-12-26,2025-12-31,SKU-0038,SUP018,9,9,142.09,2.41,1278.81
OL0000759,O000306,C0025,WH-CENTRAL,2025-12-26,2025-12-31,SKU-0069,SUP001,24,24,68.6,10.78,1646.4
OL0000760,O000307,C0145,WH-NORTH,2025-08-12,2025-08-15,SKU-0071,SUP016,41,41,165.33,23.96,6778.53
OL0000761,O000307,C0145,WH-NORTH,2025-08-12,2025-08-15,SKU-0111,SUP011,23,23,354.64,14.5,8156.72
OL0000762,O000308,C0165,WH-NORTH,2025-07-11,2025-07-16,SKU-0037,SUP008,2,2,65.25,11.65,130.5
OL0000763,O000308,C0165,WH-NORTH,2025-07-11,2025-07-16,SKU-0011,SUP003,23,23,299.05,12.71,6878.15
OL0000764,O000308,C0165,WH-NORTH,2025-07-11,2025-07-16,SKU-0038,SUP018,36,36,142.09,2.41,5115.24
OL0000765,O000309,C0048,WH-CENTRAL,2025-03-01,2025-03-08,SKU-0055,SUP014,12,12,83.28,21.74,999.36
OL0000766,O000309,C0048,WH-CENTRAL,2025-03-01,2025-03-08,SKU-0030,SUP011,22,22,97.99,13.31,2155.78
OL0000767,O000309,C0048,WH-CENTRAL,2025-03-01,2025-03-08,SKU-0006,SUP009,32,32,234.28,2.96,7496.96
OL0000768,O000310,C0159,WH-SOUTH,2025-07-15,2025-07-18,SKU-0038,SUP018,16,16,142.09,2.41,2273.44
OL0000769,O000311,C0155,WH-SOUTH,2025-07-03,2025-07-06,SKU-0021,SUP012,17,17,397.37,23.95,6755.29
OL0000770,O000312,C0162,WH-CENTRAL,2025-05-25,2025-05-27,SKU-0042,SUP008,10,10,149.83,4.69,1498.3
OL0000771,O000313,C0049,WH-NORTH,2025-02-10,2025-02-15,SKU-0017,SUP012,20,20,23.99,3.96,479.8
OL0000772,O000313,C0049,WH-NORTH,2025-02-10,2025-02-15,SKU-0066,SUP004,14,13,165.85,3.38,2156.05
OL0000773,O000313,C0049,WH-NORTH,2025-02-10,2025-02-15,SKU-0102,SUP001,5,5,119.08,23.41,595.4
OL0000774,O000314,C0153,WH-SOUTH,2025-11-26,2025-11-28,SKU-0120,SUP003,14,14,130.77,11.56,1830.78
OL0000775,O000314,C0153,WH-SOUTH,2025-11-26,2025-11-28,SKU-0036,SUP003,19,19,447.34,17.87,8499.46
OL0000776,O000314,C0153,WH-SOUTH,2025-11-26,2025-11-28,SKU-0066,SUP004,16,16,165.85,3.38,2653.6
OL0000777,O000315,C0165,WH-NORTH,2025-10-23,2025-10-26,SKU-0014,SUP007,41,41,372.73,9.03,15281.93
OL0000778,O000315,C0165,WH-NORTH,2025-10-23,2025-10-26,SKU-0019,SUP007,23,23,235.04,9.89,5405.92
OL0000779,O000315,C0165,WH-NORTH,2025-10-23,2025-10-26,SKU-0083,SUP011,28,28,148.38,10.76,4154.64
OL0000780,O000315,C0165,WH-NORTH,2025-10-23,2025-10-26,SKU-0097,SUP011,16,16,242.22,10.47,3875.52
OL0000781,O000316,C0015,WH-SOUTH,2025-01-25,2025-02-01,SKU-0118,SUP001,16,16,181.72,10.35,2907.52
OL0000782,O000316,C0015,WH-SOUTH,2025-01-25,2025-02-01,SKU-0077,SUP012,30,30,81.01,11.36,2430.3
OL0000783,O000316,C0015,WH-SOUTH,2025-01-25,2025-02-01,SKU-0112,SUP003,21,21,267.95,9.6,5626.95
OL0000784,O000316,C0015,WH-SOUTH,2025-01-25,2025-02-01,SKU-0002,SUP017,27,27,145.93,22.77,3940.11
OL0000785,O000317,C0072,WH-NORTH,2025-10-01,2025-10-06,SKU-0023,SUP015,42,42,333.14,5.79,13991.88
OL0000786,O000317,C0072,WH-NORTH,2025-10-01,2025-10-06,SKU-0117,SUP015,30,30,418.83,24.0,12564.9
OL0000787,O000317,C0072,WH-NORTH,2025-10-01,2025-10-06,SKU-0078,SUP011,28,28,411.97,14.46,11535.16
OL0000788,O000318,C0095,WH-SOUTH,2025-04-10,2025-04-15,SKU-0085,SUP002,18,18,436.94,3.52,7864.92
OL0000789,O000318,C0095,WH-SOUTH,2025-04-10,2025-04-15,SKU-0006,SUP009,20,20,234.28,2.96,4685.6
OL0000790,O000319,C0101,WH-NORTH,2025-09-28,2025-10-03,SKU-0081,SUP013,8,8,39.62,8.32,316.96
OL0000791,O000319,C0101,WH-NORTH,2025-09-28,2025-10-03,SKU-0052,SUP016,39,39,21.45,2.83,836.55
OL0000792,O000320,C0022,WH-NORTH,2025-03-03,2025-03-08,SKU-0067,SUP010,30,30,225.65,0.48,6769.5
OL0000793,O000321,C0104,WH-NORTH,2025-01-04,2025-01-09,SKU-0007,SUP010,31,31,400.43,0.7,12413.33
OL0000794,O000321,C0104,WH-NORTH,2025-01-04,2025-01-09,SKU-0120,SUP003,31,31,130.77,11.56,4053.87
OL0000795,O000322,C0155,WH-SOUTH,2025-06-23,2025-06-25,SKU-0051,SUP013,14,14,268.24,8.5,3755.36
OL0000796,O000322,C0155,WH-SOUTH,2025-06-23,2025-06-25,SKU-0049,SUP002,7,7,216.01,3.12,1512.07
OL0000797,O000323,C0020,WH-CENTRAL,2025-11-19,2025-11-22,SKU-0072,SUP014,37,37,30.52,10.39,1129.24
OL0000798,O000323,C0020,WH-CENTRAL,2025-11-19,2025-11-22,SKU-0017,SUP012,15,15,23.99,3.96,359.85
OL0000799,O000323,C0020,WH-CENTRAL,2025-11-19,2025-11-22,SKU-0071,SUP016,28,28,165.33,23.96,4629.24
OL0000800,O000324,C0180,WH-CENTRAL,2025-10-05,2025-10-08,SKU-0087,SUP011,42,36,94.56,5.09,3404.16
OL0000801,O000325,C0081,WH-NORTH,2025-01-18,2025-01-21,SKU-0003,SUP016,5,5,296.77,6.55,1483.85
OL0000802,O000325,C0081,WH-NORTH,2025-01-18,2025-01-21,SKU-0117,SUP015,27,27,418.83,24.0,11308.41
OL0000803,O000325,C0081,WH-NORTH,2025-01-18,2025-01-21,SKU-0100,SUP015,23,23,94.04,10.94,2162.92
OL0000804,O000326,C0172,WH-SOUTH,2025-11-14,2025-11-19,SKU-0009,SUP015,8,8,132.66,19.23,1061.28
OL0000805,O000326,C0172,WH-SOUTH,2025-11-14,2025-11-19,SKU-0104,SUP001,14,14,140.63,6.53,1968.82
OL0000806,O000326,C0172,WH-SOUTH,2025-11-14,2025-11-19,SKU-0039,SUP009,41,41,47.86,2.08,1962.26
OL0000807,O000326,C0172,WH-SOUTH,2025-11-14,2025-11-19,SKU-0046,SUP010,10,10,144.37,23.41,1443.7
OL0000808,O000327,C0113,WH-CENTRAL,2025-05-06,2025-05-11,SKU-0011,SUP003,11,3,299.05,12.71,897.15
OL0000809,O000328,C0002,WH-CENTRAL,2025-05-20,2025-05-23,SKU-0019,SUP007,43,43,235.04,9.89,10106.72
OL0000810,O000329,C0173,WH-CENTRAL,2025-04-06,2025-04-09,SKU-0090,SUP001,28,28,327.08,13.16,9158.24
OL0000811,O000329,C0173,WH-CENTRAL,2025-04-06,2025-04-09,SKU-0054,SUP018,23,23,409.52,16.01,9418.96
OL0000812,O000329,C0173,WH-CENTRAL,2025-04-06,2025-04-09,SKU-0071,SUP016,40,40,165.33,23.96,6613.2
OL0000813,O000329,C0173,WH-CENTRAL,2025-04-06,2025-04-09,SKU-0080,SUP018,21,21,220.24,1.13,4625.04
OL0000814,O000330,C0112,WH-SOUTH,2025-05-01,2025-05-04,SKU-0084,SUP020,44,44,309.92,5.59,13636.48
OL0000815,O000330,C0112,WH-SOUTH,2025-05-01,2025-05-04,SKU-0034,SUP012,23,23,430.64,11.86,9904.72
OL0000816,O000330,C0112,WH-SOUTH,2025-05-01,2025-05-04,SKU-0024,SUP003,6,6,405.49,2.76,2432.94
OL0000817,O000330,C0112,WH-SOUTH,2025-05-01,2025-05-04,SKU-0110,SUP011,19,19,165.64,21.74,3147.16
OL0000818,O000331,C0098,WH-CENTRAL,2025-09-28,2025-09-30,SKU-0103,SUP011,38,38,371.27,9.15,14108.26
OL0000819,O000331,C0098,WH-CENTRAL,2025-09-28,2025-09-30,SKU-0005,SUP010,27,27,370.74,16.29,10009.98
OL0000820,O000331,C0098,WH-CENTRAL,2025-09-28,2025-09-30,SKU-0070,SUP004,38,38,309.73,10.84,11769.74
OL0000821,O000331,C0098,WH-CENTRAL,2025-09-28,2025-09-30,SKU-0061,SUP005,7,7,147.94,19.01,1035.58
OL0000822,O000332,C0041,WH-NORTH,2025-01-29,2025-02-01,SKU-0074,SUP013,6,6,143.08,2.34,858.48
OL0000823,O000333,C0081,WH-NORTH,2025-09-30,2025-10-05,SKU-0019,SUP007,16,16,235.04,9.89,3760.64
OL0000824,O000333,C0081,WH-NORTH,2025-09-30,2025-10-05,SKU-0062,SUP015,3,3,57.53,17.72,172.59
OL0000825,O000333,C0081,WH-NORTH,2025-09-30,2025-10-05,SKU-0017,SUP012,15,15,23.99,3.96,359.85
OL0000826,O000333,C0081,WH-NORTH,2025-09-30,2025-10-05,SKU-0036,SUP003,29,29,447.34,17.87,12972.86
OL0000827,O000334,C0081,WH-NORTH,2025-09-10,2025-09-15,SKU-0107,SUP011,29,29,167.78,19.54,4865.62
OL0000828,O000334,C0081,WH-NORTH,2025-09-10,2025-09-15,SKU-0018,SUP015,13,13,50.44,18.54,655.72
OL0000829,O000334,C0081,WH-NORTH,2025-09-10,2025-09-15,SKU-0024,SUP003,5,5,405.49,2.76,2027.45
OL0000830,O000335,C0066,WH-CENTRAL,2025-08-02,2025-08-05,SKU-0118,SUP001,14,14,181.72,10.35,2544.08
OL0000831,O000335,C0066,WH-CENTRAL,2025-08-02,2025-08-05,SKU-0115,SUP013,12,12,311.86,9.05,3742.32
OL0000832,O000335,C0066,WH-CENTRAL,2025-08-02,2025-08-05,SKU-0073,SUP003,6,6,65.24,7.96,391.44
OL0000833,O000336,C0104,WH-CENTRAL,2025-03-14,2025-03-17,SKU-0106,SUP001,10,10,308.59,12.89,3085.9
OL0000834,O000336,C0104,WH-CENTRAL,2025-03-14,2025-03-17,SKU-0090,SUP001,36,36,327.08,13.16,11774.88
OL0000835,O000337,C0048,WH-NORTH,2025-02-23,2025-02-26,SKU-0118,SUP001,11,11,181.72,10.35,1998.92
OL0000836,O000337,C0048,WH-NORTH,2025-02-23,2025-02-26,SKU-0025,SUP009,6,6,120.81,8.77,724.86
OL0000837,O000338,C0111,WH-CENTRAL,2025-09-10,2025-09-15,SKU-0089,SUP005,30,30,235.54,23.14,7066.2
OL0000838,O000339,C0173,WH-CENTRAL,2025-06-13,2025-06-16,SKU-0083,SUP011,44,44,148.38,10.76,6528.72
OL0000839,O000339,C0173,WH-CENTRAL,2025-06-13,2025-06-16,SKU-0055,SUP014,21,21,83.28,21.74,1748.88
OL0000840,O000340,C0177,WH-NORTH,2025-02-21,2025-02-26,SKU-0021,SUP012,20,20,397.37,23.95,7947.4
OL0000841,O000341,C0089,WH-NORTH,2025-09-14,2025-09-19,SKU-0071,SUP016,37,37,165.33,23.96,6117.21
OL0000842,O000341,C0089,WH-NORTH,2025-09-14,2025-09-19,SKU-0097,SUP011,4,4,242.22,10.47,968.88
OL0000843,O000341,C0089,WH-NORTH,2025-09-14,2025-09-19,SKU-0045,SUP001,3,3,410.01,19.04,1230.03
OL0000844,O000341,C0089,WH-NORTH,2025-09-14,2025-09-19,SKU-0038,SUP018,23,23,142.09,2.41,3268.07
OL0000845,O000342,C0039,WH-SOUTH,2025-07-23,2025-07-25,SKU-0004,SUP005,19,19,238.36,5.13,4528.84
OL0000846,O000342,C0039,WH-SOUTH,2025-07-23,2025-07-25,SKU-0094,SUP012,8,2,65.62,2.03,131.24
OL0000847,O000343,C0003,WH-CENTRAL,2025-10-19,2025-10-21,SKU-0051,SUP013,42,42,268.24,8.5,11266.08
OL0000848,O000343,C0003,WH-CENTRAL,2025-10-19,2025-10-21,SKU-0112,SUP003,6,6,267.95,9.6,1607.7
OL0000849,O000343,C0003,WH-CENTRAL,2025-10-19,2025-10-21,SKU-0041,SUP008,20,20,20.8,7.21,416.0
OL0000850,O000343,C0003,WH-CENTRAL,2025-10-19,2025-10-21,SKU-0046,SUP010,33,33,144.37,23.41,4764.21
OL0000851,O000344,C0112,WH-NORTH,2025-09-04,2025-09-09,SKU-0082,SUP015,24,24,186.7,12.62,4480.8
OL0000852,O000345,C0078,WH-NORTH,2025-10-13,2025-10-16,SKU-0116,SUP018,32,32,270.53,19.96,8656.96
OL0000853,O000345,C0078,WH-NORTH,2025-10-13,2025-10-16,SKU-0074,SUP013,40,40,143.08,2.34,5723.2
OL0000854,O000345,C0078,WH-NORTH,2025-10-13,2025-10-16,SKU-0010,SUP006,25,25,22.01,13.05,550.25
OL0000855,O000345,C0078,WH-NORTH,2025-10-13,2025-10-16,SKU-0096,SUP007,26,26,21.39,22.38,556.14
OL0000856,O000346,C0034,WH-CENTRAL,2025-06-03,2025-06-08,SKU-0101,SUP016,16,16,403.55,17.64,6456.8
OL0000857,O000346,C0034,WH-CENTRAL,2025-06-03,2025-06-08,SKU-0118,SUP001,4,4,181.72,10.35,726.88
OL0000858,O000346,C0034,WH-CENTRAL,2025-06-03,2025-06-08,SKU-0034,SUP012,13,13,430.64,11.86,5598.32
OL0000859,O000346,C0034,WH-CENTRAL,2025-06-03,2025-06-08,SKU-0016,SUP003,10,10,327.4,10.64,3274.0
OL0000860,O000347,C0027,WH-CENTRAL,2025-05-07,2025-05-12,SKU-0094,SUP012,8,3,65.62,2.03,196.86
OL0000861,O000348,C0113,WH-CENTRAL,2025-12-22,2025-12-27,SKU-0015,SUP018,31,31,179.95,2.86,5578.45
OL0000862,O000348,C0113,WH-CENTRAL,2025-12-22,2025-12-27,SKU-0021,SUP012,39,39,397.37,23.95,15497.43
OL0000863,O000348,C0113,WH-CENTRAL,2025-12-22,2025-12-27,SKU-0067,SUP010,37,37,225.65,0.48,8349.05
OL0000864,O000349,C0137,WH-CENTRAL,2025-07-09,2025-07-12,SKU-0096,SUP007,43,43,21.39,22.38,919.77
OL0000865,O000350,C0065,WH-SOUTH,2025-08-17,2025-08-22,SKU-0090,SUP001,24,20,327.08,13.16,6541.6
OL0000866,O000350,C0065,WH-SOUTH,2025-08-17,2025-08-22,SKU-0049,SUP002,23,23,216.01,3.12,4968.23
OL0000867,O000351,C0176,WH-CENTRAL,2025-07-18,2025-07-21,SKU-0027,SUP020,23,23,48.55,7.23,1116.65
OL0000868,O000351,C0176,WH-CENTRAL,2025-07-18,2025-07-21,SKU-0032,SUP019,29,29,319.2,7.69,9256.8
OL0000869,O000351,C0176,WH-CENTRAL,2025-07-18,2025-07-21,SKU-0005,SUP010,36,36,370.74,16.29,13346.64
OL0000870,O000351,C0176,WH-CENTRAL,2025-07-18,2025-07-21,SKU-0001,SUP008,11,11,240.69,14.01,2647.59
OL0000871,O000352,C0110,WH-SOUTH,2025-09-09,2025-09-12,SKU-0019,SUP007,34,34,235.04,9.89,7991.36
OL0000872,O000352,C0110,WH-SOUTH,2025-09-09,2025-09-12,SKU-0033,SUP009,3,3,265.66,7.98,796.98
OL0000873,O000352,C0110,WH-SOUTH,2025-09-09,2025-09-12,SKU-0014,SUP007,24,24,372.73,9.03,8945.52
OL0000874,O000353,C0060,WH-NORTH,2025-10-10,2025-10-13,SKU-0071,SUP016,1,1,165.33,23.96,165.33
OL0000875,O000353,C0060,WH-NORTH,2025-10-10,2025-10-13,SKU-0052,SUP016,2,2,21.45,2.83,42.9
OL0000876,O000353,C0060,WH-NORTH,2025-10-10,2025-10-13,SKU-0031,SUP015,9,9,427.01,4.27,3843.09
OL0000877,O000353,C0060,WH-NORTH,2025-10-10,2025-10-13,SKU-0068,SUP007,3,3,366.25,16.19,1098.75
OL0000878,O000354,C0178,WH-CENTRAL,2025-03-05,2025-03-10,SKU-0028,SUP007,35,35,288.46,8.09,10096.1
OL0000879,O000354,C0178,WH-CENTRAL,2025-03-05,2025-03-10,SKU-0105,SUP013,42,42,413.18,6.38,17353.56
OL0000880,O000354,C0178,WH-CENTRAL,2025-03-05,2025-03-10,SKU-0007,SUP010,1,1,400.43,0.7,400.43
OL0000881,O000354,C0178,WH-CENTRAL,2025-03-05,2025-03-10,SKU-0109,SUP019,3,3,276.36,20.41,829.08
OL0000882,O000355,C0109,WH-SOUTH,2025-06-12,2025-06-15,SKU-0033,SUP009,12,12,265.66,7.98,3187.92
OL0000883,O000355,C0109,WH-SOUTH,2025-06-12,2025-06-15,SKU-0002,SUP017,41,41,145.93,22.77,5983.13
OL0000884,O000355,C0109,WH-SOUTH,2025-06-12,2025-06-15,SKU-0068,SUP007,27,27,366.25,16.19,9888.75
OL0000885,O000356,C0123,WH-NORTH,2025-07-12,2025-07-17,SKU-0021,SUP012,33,33,397.37,23.95,13113.21
OL0000886,O000356,C0123,WH-NORTH,2025-07-12,2025-07-17,SKU-0025,SUP009,4,4,120.81,8.77,483.24
OL0000887,O000356,C0123,WH-NORTH,2025-07-12,2025-07-17,SKU-0031,SUP015,9,9,427.01,4.27,3843.09
OL0000888,O000357,C0142,WH-CENTRAL,2025-06-04,2025-06-11,SKU-0120,SUP003,9,9,130.77,11.56,1176.93
OL0000889,O000357,C0142,WH-CENTRAL,2025-06-04,2025-06-11,SKU-0022,SUP001,22,22,305.03,14.1,6710.66
OL0000890,O000357,C0142,WH-CENTRAL,2025-06-04,2025-06-11,SKU-0118,SUP001,16,16,181.72,10.35,2907.52
OL0000891,O000357,C0142,WH-CENTRAL,2025-06-04,2025-06-11,SKU-0078,SUP011,22,22,411.97,14.46,9063.34
OL0000892,O000358,C0097,WH-CENTRAL,2025-12-18,2025-12-25,SKU-0071,SUP016,18,18,165.33,23.96,2975.94
OL0000893,O000358,C0097,WH-CENTRAL,2025-12-18,2025-12-25,SKU-0053,SUP016,18,18,443.25,19.99,7978.5
OL0000894,O000359,C0015,WH-SOUTH,2025-11-11,2025-11-14,SKU-0081,SUP013,15,15,39.62,8.32,594.3
OL0000895,O000359,C0015,WH-SOUTH,2025-11-11,2025-11-14,SKU-0094,SUP012,18,18,65.62,2.03,1181.16
OL0000896,O000360,C0131,WH-CENTRAL,2025-03-15,2025-03-20,SKU-0120,SUP003,4,4,130.77,11.56,523.08
OL0000897,O000360,C0131,WH-CENTRAL,2025-03-15,2025-03-20,SKU-0089,SUP005,44,44,235.54,23.14,10363.76
OL0000898,O000361,C0121,WH-NORTH,2025-02-12,2025-02-15,SKU-0098,SUP001,7,7,256.4,4.45,1794.8
OL0000899,O000361,C0121,WH-NORTH,2025-02-12,2025-02-15,SKU-0032,SUP019,9,9,319.2,7.69,2872.8
OL0000900,O000361,C0121,WH-NORTH,2025-02-12,2025-02-15,SKU-0062,SUP015,8,8,57.53,17.72,460.24
OL0000901,O000362,C0055,WH-SOUTH,2025-02-05,2025-02-10,SKU-0022,SUP001,12,12,305.03,14.1,3660.36
OL0000902,O000362,C0055,WH-SOUTH,2025-02-05,2025-02-10,SKU-0080,SUP018,33,33,220.24,1.13,7267.92
OL0000903,O000362,C0055,WH-SOUTH,2025-02-05,2025-02-10,SKU-0001,SUP008,28,28,240.69,14.01,6739.32
OL0000904,O000363,C0105,WH-SOUTH,2025-01-11,2025-01-16,SKU-0079,SUP015,21,21,222.99,5.53,4682.79
OL0000905,O000364,C0034,WH-SOUTH,2025-01-31,2025-02-05,SKU-0096,SUP007,40,40,21.39,22.38,855.6
OL0000906,O000365,C0029,WH-CENTRAL,2025-04-25,2025-05-02,SKU-0091,SUP009,28,28,437.88,3.8,12260.64
OL0000907,O000365,C0029,WH-CENTRAL,2025-04-25,2025-05-02,SKU-0012,SUP018,42,42,87.99,20.68,3695.58
OL0000908,O000366,C0028,WH-NORTH,2025-05-06,2025-05-09,SKU-0030,SUP011,26,26,97.99,13.31,2547.74
OL0000909,O000366,C0028,WH-NORTH,2025-05-06,2025-05-09,SKU-0067,SUP010,41,41,225.65,0.48,9251.65
OL0000910,O000366,C0028,WH-NORTH,2025-05-06,2025-05-09,SKU-0008,SUP019,9,9,11.16,10.99,100.44
OL0000911,O000366,C0028,WH-NORTH,2025-05-06,2025-05-09,SKU-0001,SUP008,26,26,240.69,14.01,6257.94
OL0000912,O000367,C0120,WH-CENTRAL,2025-09-25,2025-09-30,SKU-0092,SUP015,33,33,164.73,1.67,5436.09
OL0000913,O000367,C0120,WH-CENTRAL,2025-09-25,2025-09-30,SKU-0111,SUP011,44,44,354.64,14.5,15604.16
OL0000914,O000367,C0120,WH-CENTRAL,2025-09-25,2025-09-30,SKU-0110,SUP011,34,34,165.64,21.74,5631.76
OL0000915,O000368,C0180,WH-SOUTH,2025-08-25,2025-08-30,SKU-0114,SUP012,12,12,201.48,4.98,2417.76
OL0000916,O000368,C0180,WH-SOUTH,2025-08-25,2025-08-30,SKU-0039,SUP009,25,25,47.86,2.08,1196.5
OL0000917,O000368,C0180,WH-SOUTH,2025-08-25,2025-08-30,SKU-0117,SUP015,1,1,418.83,24.0,418.83
OL0000918,O000369,C0110,WH-CENTRAL,2025-11-18,2025-11-20,SKU-0049,SUP002,9,9,216.01,3.12,1944.09
OL0000919,O000369,C0110,WH-CENTRAL,2025-11-18,2025-11-20,SKU-0070,SUP004,18,18,309.73,10.84,5575.14
OL0000920,O000370,C0150,WH-NORTH,2025-12-25,2025-12-28,SKU-0006,SUP009,13,13,234.28,2.96,3045.64
OL0000921,O000371,C0129,WH-NORTH,2025-05-18,2025-05-21,SKU-0105,SUP013,40,40,413.18,6.38,16527.2
OL0000922,O000372,C0154,WH-SOUTH,2025-05-01,2025-05-06,SKU-0003,SUP016,18,17,296.77,6.55,5045.09
OL0000923,O000372,C0154,WH-SOUTH,2025-05-01,2025-05-06,SKU-0031,SUP015,35,35,427.01,4.27,14945.35
OL0000924,O000372,C0154,WH-SOUTH,2025-05-01,2025-05-06,SKU-0083,SUP011,21,21,148.38,10.76,3115.98
OL0000925,O000372,C0154,WH-SOUTH,2025-05-01,2025-05-06,SKU-0002,SUP017,41,41,145.93,22.77,5983.13
OL0000926,O000373,C0138,WH-NORTH,2025-04-17,2025-04-24,SKU-0093,SUP002,22,22,289.43,8.06,6367.46
OL0000927,O000373,C0138,WH-NORTH,2025-04-17,2025-04-24,SKU-0092,SUP015,2,2,164.73,1.67,329.46
OL0000928,O000374,C0141,WH-NORTH,2025-11-10,2025-11-15,SKU-0116,SUP018,1,1,270.53,19.96,270.53
OL0000929,O000374,C0141,WH-NORTH,2025-11-10,2025-11-15,SKU-0055,SUP014,28,20,83.28,21.74,1665.6
OL0000930,O000374,C0141,WH-NORTH,2025-11-10,2025-11-15,SKU-0018,SUP015,34,34,50.44,18.54,1714.96
OL0000931,O000375,C0125,WH-NORTH,2025-05-23,2025-05-28,SKU-0002,SUP017,38,38,145.93,22.77,5545.34
OL0000932,O000375,C0125,WH-NORTH,2025-05-23,2025-05-28,SKU-0005,SUP010,8,8,370.74,16.29,2965.92
OL0000933,O000376,C0077,WH-SOUTH,2025-12-23,2025-12-26,SKU-0077,SUP012,36,36,81.01,11.36,2916.36
OL0000934,O000377,C0173,WH-CENTRAL,2025-06-11,2025-06-14,SKU-0068,SUP007,6,6,366.25,16.19,2197.5
OL0000935,O000377,C0173,WH-CENTRAL,2025-06-11,2025-06-14,SKU-0070,SUP004,34,34,309.73,10.84,10530.82
OL0000936,O000377,C0173,WH-CENTRAL,2025-06-11,2025-06-14,SKU-0100,SUP015,34,11,94.04,10.94,1034.44
OL0000937,O000378,C0063,WH-NORTH,2025-11-30,2025-12-03,SKU-0049,SUP002,35,35,216.01,3.12,7560.35
OL0000938,O000378,C0063,WH-NORTH,2025-11-30,2025-12-03,SKU-0001,SUP008,36,36,240.69,14.01,8664.84
OL0000939,O000378,C0063,WH-NORTH,2025-11-30,2025-12-03,SKU-0074,SUP013,29,29,143.08,2.34,4149.32
OL0000940,O000378,C0063,WH-NORTH,2025-11-30,2025-12-03,SKU-0098,SUP001,39,39,256.4,4.45,9999.6
OL0000941,O000379,C0088,WH-NORTH,2025-01-13,2025-01-18,SKU-0035,SUP006,37,37,299.76,18.14,11091.12
OL0000942,O000379,C0088,WH-NORTH,2025-01-13,2025-01-18,SKU-0065,SUP016,22,22,164.44,20.43,3617.68
OL0000943,O000380,C0089,WH-CENTRAL,2025-06-10,2025-06-13,SKU-0057,SUP004,28,28,120.5,5.93,3374.0
OL0000944,O000380,C0089,WH-CENTRAL,2025-06-10,2025-06-13,SKU-0091,SUP009,39,39,437.88,3.8,17077.32
OL0000945,O000381,C0079,WH-CENTRAL,2025-06-26,2025-06-29,SKU-0109,SUP019,43,43,276.36,20.41,11883.48
OL0000946,O000381,C0079,WH-CENTRAL,2025-06-26,2025-06-29,SKU-0025,SUP009,13,13,120.81,8.77,1570.53
OL0000947,O000382,C0150,WH-CENTRAL,2025-09-30,2025-10-05,SKU-0052,SUP016,39,39,21.45,2.83,836.55
OL0000948,O000382,C0150,WH-CENTRAL,2025-09-30,2025-10-05,SKU-0062,SUP015,35,35,57.53,17.72,2013.55
OL0000949,O000383,C0091,WH-NORTH,2025-05-05,2025-05-10,SKU-0085,SUP002,16,16,436.94,3.52,6991.04
OL0000950,O000384,C0159,WH-SOUTH,2025-04-07,2025-04-10,SKU-0092,SUP015,36,36,164.73,1.67,5930.28
OL0000951,O000384,C0159,WH-SOUTH,2025-04-07,2025-04-10,SKU-0039,SUP009,44,44,47.86,2.08,2105.84
OL0000952,O000384,C0159,WH-SOUTH,2025-04-07,2025-04-10,SKU-0057,SUP004,12,1,120.5,5.93,120.5
OL0000953,O000385,C0085,WH-CENTRAL,2025-11-15,2025-11-20,SKU-0113,SUP018,14,14,203.1,18.05,2843.4
OL0000954,O000386,C0078,WH-CENTRAL,2025-09-09,2025-09-12,SKU-0002,SUP017,9,9,145.93,22.77,1313.37
OL0000955,O000386,C0078,WH-CENTRAL,2025-09-09,2025-09-12,SKU-0083,SUP011,14,14,148.38,10.76,2077.32
OL0000956,O000386,C0078,WH-CENTRAL,2025-09-09,2025-09-12,SKU-0103,SUP011,14,4,371.27,9.15,1485.08
OL0000957,O000387,C0096,WH-CENTRAL,2025-06-10,2025-06-15,SKU-0034,SUP012,14,14,430.64,11.86,6028.96
OL0000958,O000387,C0096,WH-CENTRAL,2025-06-10,2025-06-15,SKU-0098,SUP001,6,6,256.4,4.45,1538.4
OL0000959,O000388,C0073,WH-NORTH,2025-05-05,2025-05-12,SKU-0071,SUP016,25,25,165.33,23.96,4133.25
OL0000960,O000388,C0073,WH-NORTH,2025-05-05,2025-05-12,SKU-0106,SUP001,1,1,308.59,12.89,308.59
OL0000961,O000388,C0073,WH-NORTH,2025-05-05,2025-05-12,SKU-0108,SUP008,7,7,250.41,2.45,1752.87
OL0000962,O000389,C0076,WH-SOUTH,2025-01-04,2025-01-06,SKU-0117,SUP015,11,11,418.83,24.0,4607.13
