order_id,customer_id,warehouse,order_date,promised_date,units_ordered,units_shipped,revenue,carrier,delivery_date,freight_cost,handling_cost,exception_cost,shipment_weight_kg,in_full,on_time,otif,lead_time_days,backorder_units,cost_to_serve,freight_cost_per_kg
O000477,C0015,WH-CENTRAL,2025-01-28,2025-02-04,34,34,6586.37,CarrierB,2025-02-04,464.07,12.95,0.0,575.82,True,True,True,7,0,477.02,0.8059289361258726
O000478,C0044,WH-CENTRAL,2025-01-05,2025-01-10,98,98,32705.739999999998,CarrierB,2025-01-15,891.79,6.38,31.23,1050.57,True,False,False,10,0,929.4,0.8488629981819393
O000479,C0022,WH-NORTH,2025-01-03,2025-01-08,35,35,13241.07,CarrierC,2025-01-08,76.32,5.09,0.0,111.43,True,True,True,5,0,81.41,0.6849142959705644
O000480,C0079,WH-CENTRAL,2025-10-03,2025-10-06,50,50,11091.22,CarrierB,2025-10-07,383.67,10.29,17.69,918.56,True,False,False,4,0,411.65000000000003,0.41768637867967257
O000481,C0037,WH-CENTRAL,2025-05-04,2025-05-09,59,59,8483.939999999999,CarrierD,2025-05-10,237.81,13.29,44.8,374.26,True,False,False,6,0,295.9,0.6354138833965692
O000482,C0024,WH-CENTRAL,2025-09-07,2025-09-12,61,50,13930.35,CarrierC,2025-09-12,489.05,8.7,0.0,735.55,False,True,False,5,11,497.75,0.6648766229352187
O000483,C0133,WH-SOUTH,2025-09-09,2025-09-11,41,41,9547.67,CarrierC,2025-09-11,222.87,15.36,0.0,457.15,True,True,True,2,0,238.23000000000002,0.4875205074920705
O000484,C0083,WH-CENTRAL,2025-01-02,2025-01-05,49,49,11877.27,CarrierB,2025-01-05,440.32,10.57,0.0,970.74,True,True,True,3,0,450.89,0.45359210499206787
O000485,C0056,WH-CENTRAL,2025-08-09,2025-08-16,95,95,33314.57,CarrierD,2025-08-16,794.82,9.83,0.0,1424.47,True,True,True,7,0,804.6500000000001,0.5579759489494338
O000486,C0179,WH-CENTRAL,2025-07-23,2025-07-30,30,30,11744.4,CarrierD,2025-07-31,213.14,7.3,31.69,337.26,True,False,False,8,0,252.13,0.6319753306054676
O000487,C0120,WH-NORTH,2025-07-09,2025-07-14,78,78,29284.230000000003,CarrierB,2025-07-14,708.65,4.39,0.0,840.1,True,True,True,5,0,713.04,0.8435305320795143
O000488,C0028,WH-CENTRAL,2025-12-04,2025-12-09,140,140,26438.16,CarrierA,2025-12-09,1136.07,16.28,0.0,2324.51,True,True,True,5,0,1152.35,0.488735260334436
O000489,C0018,WH-NORTH,2025-09-09,2025-09-14,22,19,2660.4700000000003,CarrierD,2025-09-15,93.38,12.3,45.88,198.08,False,False,False,6,3,151.56,0.4714256865912762
O000490,C0172,WH-CENTRAL,2025-12-25,2026-01-01,84,84,30028.079999999998,CarrierC,2026-01-01,788.89,12.65,0.0,1076.24,True,True,True,7,0,801.54,0.7330056492975544
O000491,C0132,WH-NORTH,2025-09-07,2025-09-10,68,68,6693.18,CarrierD,2025-09-13,266.4,11.77,47.33,672.53,True,False,False,6,0,325.49999999999994,0.39611615838698644
O000492,C0036,WH-NORTH,2025-07-03,2025-07-06,19,19,2718.52,CarrierC,2025-07-06,64.75,15.89,0.0,44.46,True,True,True,3,0,80.64,1.4563652721547458
O000493,C0096,WH-SOUTH,2025-12-05,2025-12-08,36,36,15428.36,CarrierA,2025-12-08,298.68,17.47,0.0,437.36,True,True,True,3,0,316.15,0.6829156758734224
O000494,C0144,WH-NORTH,2025-11-30,2025-12-05,62,62,14750.24,CarrierA,2025-12-07,494.76,6.59,26.27,550.7,True,False,False,7,0,527.62,0.8984201924822952
O000495,C0012,WH-CENTRAL,2025-04-13,2025-04-20,8,8,382.88,CarrierA,2025-04-20,27.16,17.22,0.0,16.64,True,True,True,7,0,44.379999999999995,1.6322115384615383
O000496,C0135,WH-SOUTH,2025-09-09,2025-09-16,37,37,8295.880000000001,CarrierA,2025-09-16,124.56,12.1,0.0,207.58,True,True,True,7,0,136.66,0.6000578090374795
O000497,C0103,WH-CENTRAL,2025-08-21,2025-08-28,30,22,7640.96,CarrierC,2025-08-28,191.56,10.61,0.0,205.6,False,True,False,7,8,202.17000000000002,0.9317120622568094
O000498,C0063,WH-SOUTH,2025-12-15,2025-12-20,71,44,12602.300000000001,CarrierA,2025-12-20,242.3,7.46,0.0,362.15,False,True,False,5,27,249.76000000000002,0.669059781858346
O000499,C0057,WH-CENTRAL,2025-09-21,2025-09-24,41,41,15222.07,CarrierB,2025-09-24,279.76,12.33,0.0,375.15,True,True,True,3,0,292.09,0.7457283753165401
O000500,C0058,WH-CENTRAL,2025-08-11,2025-08-13,106,106,22732.67,CarrierD,2025-08-13,841.61,9.63,0.0,1027.11,True,True,True,2,0,851.24,0.8193961698357528
O000501,C0072,WH-CENTRAL,2025-09-26,2025-10-01,56,56,18520.98,CarrierD,2025-10-01,507.8,16.48,0.0,1143.62,True,True,True,5,0,524.28,0.44402861090222284
O000502,C0011,WH-CENTRAL,2025-03-20,2025-03-27,44,44,10013.48,CarrierA,2025-03-27,64.58,5.88,0.0,91.81,True,True,True,7,0,70.46,0.7034092146824964
O000503,C0170,WH-NORTH,2025-01-24,2025-01-29,11,11,4744.97,CarrierC,2025-01-29,112.8,11.12,0.0,220.95,True,True,True,5,0,123.92,0.5105227427019687
O000504,C0180,WH-SOUTH,2025-10-01,2025-10-08,81,77,8340.04,CarrierC,2025-10-08,440.9,17.73,0.0,860.06,False,True,False,7,4,458.63,0.5126386531172243
O000505,C0099,WH-NORTH,2025-12-17,2025-12-19,110,110,30365.9,CarrierB,2025-12-20,1044.69,13.72,52.28,1618.44,True,False,False,3,0,1110.69,0.6454919552161341
O000506,C0067,WH-SOUTH,2025-07-14,2025-07-17,42,40,9512.119999999999,CarrierB,2025-07-17,343.41,7.71,0.0,529.23,False,True,False,3,2,351.12,0.6488861175670314
O000507,C0025,WH-NORTH,2025-03-02,2025-03-05,83,83,6193.64,CarrierC,2025-03-05,280.52,6.28,0.0,392.55,True,True,True,3,0,286.79999999999995,0.7146096038721181
O000508,C0047,WH-NORTH,2025-12-07,2025-12-12,99,99,26734.03,CarrierA,2025-12-11,824.67,14.27,0.0,1054.06,True,True,True,4,0,838.9399999999999,0.7823748173728251
O000509,C0134,WH-NORTH,2025-11-22,2025-11-25,78,78,7264.6,CarrierB,2025-11-25,549.27,8.71,0.0,701.06,True,True,True,3,0,557.98,0.7834850084158275
O000510,C0001,WH-NORTH,2025-09-01,2025-09-04,34,34,4759.150000000001,CarrierA,2025-09-04,346.6,9.27,0.0,740.98,True,True,True,3,0,355.87,0.46775891387081975
O000511,C0152,WH-SOUTH,2025-06-03,2025-06-08,51,48,11959.77,CarrierA,2025-06-08,283.93,4.66,0.0,631.04,False,True,False,5,3,288.59000000000003,0.4499397819472617
O000512,C0103,WH-NORTH,2025-11-08,2025-11-11,28,28,4612.44,CarrierB,2025-11-12,33.52,8.92,28.44,46.76,True,False,False,4,0,70.88000000000001,0.716852010265184
O000513,C0011,WH-NORTH,2025-08-11,2025-08-16,7,7,3014.48,CarrierB,2025-08-16,56.72,17.81,0.0,83.02,True,True,True,5,0,74.53,0.6832088653336545
O000514,C0002,WH-NORTH,2025-06-04,2025-06-07,96,96,20453.85,CarrierA,2025-06-07,433.06,4.2,0.0,866.64,True,True,True,3,0,437.26,0.4996999907689467
O000515,C0036,WH-CENTRAL,2025-11-25,2025-11-30,42,42,7046.76,CarrierA,2025-11-30,462.52,5.88,0.0,820.68,True,True,True,5,0,468.4,0.5635814202856169
O000516,C0164,WH-CENTRAL,2025-07-11,2025-07-13,77,75,24007.45,CarrierB,2025-07-16,127.94,9.41,59.15,144.05,False,False,False,5,2,196.5,0.8881638320027767
O000517,C0165,WH-CENTRAL,2025-12-25,2025-12-27,56,56,17275.33,CarrierB,2025-12-26,371.79,12.94,0.0,474.89,True,True,True,1,0,384.73,0.7828970919581377
O000518,C0127,WH-CENTRAL,2025-04-11,2025-04-18,34,34,9198.02,CarrierC,2025-04-18,463.19,16.39,0.0,678.64,True,True,True,7,0,479.58,0.6825268183425675
O000519,C0140,WH-NORTH,2025-07-19,2025-07-22,21,21,3392.29,CarrierC,2025-07-22,50.4,4.22,0.0,46.26,True,True,True,3,0,54.62,1.0894941634241246
O000520,C0131,WH-SOUTH,2025-02-18,2025-02-23,43,43,15632.19,CarrierA,2025-02-25,204.85,14.5,15.37,306.59,True,False,False,7,0,234.72,0.668156169477152
O000521,C0062,WH-CENTRAL,2025-06-17,2025-06-22,51,51,16591.870000000003,CarrierC,2025-06-25,541.98,11.95,30.67,683.95,True,False,False,8,0,584.6,0.7924263469551868
O000522,C0105,WH-NORTH,2025-07-26,2025-07-31,14,14,952.28,CarrierA,2025-08-01,100.33,4.87,45.24,98.98,True,False,False,6,0,150.44,1.0136391190139422
O000523,C0033,WH-CENTRAL,2025-10-31,2025-11-05,115,115,27404.93,CarrierB,2025-11-05,758.66,16.25,0.0,1261.88,True,True,True,5,0,774.91,0.6012140615589437
O000524,C0176,WH-SOUTH,2025-11-21,2025-11-26,100,82,30859.739999999998,CarrierB,2025-11-26,726.18,10.95,0.0,843.58,False,True,False,5,18,737.13,0.8608312193271532
O000525,C0056,WH-NORTH,2025-06-07,2025-06-12,22,22,5154.16,CarrierC,2025-06-12,59.37,6.74,0.0,65.12,True,True,True,5,0,66.11,0.9117014742014741
O000526,C0168,WH-CENTRAL,2025-06-24,2025-07-01,32,32,11595.12,CarrierD,2025-07-01,231.89,4.5,0.0,237.44,True,True,True,7,0,236.39,0.9766256738544474
O000527,C0071,WH-NORTH,2025-05-27,2025-06-01,29,29,6909.77,CarrierB,2025-06-01,235.05,7.63,0.0,251.15,True,True,True,5,0,242.68,0.9358948835357357
O000528,C0001,WH-CENTRAL,2025-02-28,2025-03-03,74,73,15938.48,CarrierD,2025-03-03,356.39,9.09,0.0,544.28,False,True,False,3,1,365.47999999999996,0.6547916513559198
O000529,C0070,WH-NORTH,2025-06-29,2025-07-01,56,38,7585.49,CarrierB,2025-07-01,195.96,4.48,0.0,453.33,False,True,False,2,18,200.44,0.4322678843226789
O000530,C0044,WH-CENTRAL,2025-02-16,2025-02-21,30,30,3612.8399999999997,CarrierA,2025-02-21,158.51,13.88,0.0,206.64,True,True,True,5,0,172.39,0.7670828493999226
O000531,C0154,WH-NORTH,2025-01-15,2025-01-20,6,6,2432.94,CarrierA,2025-01-20,34.17,11.82,0.0,16.56,True,True,True,5,0,45.99,2.0634057971014497
O000532,C0035,WH-CENTRAL,2025-01-03,2025-01-08,107,107,31067.81,CarrierA,2025-01-08,742.18,4.84,0.0,926.51,True,True,True,5,0,747.02,0.8010490982288372
O000533,C0108,WH-NORTH,2025-11-17,2025-11-24,25,25,7237.5,CarrierB,2025-11-24,162.47,15.87,0.0,214.43,True,True,True,7,0,178.34,0.7576831600055962
O000534,C0003,WH-CENTRAL,2025-06-14,2025-06-19,114,114,32192.18,CarrierB,2025-06-19,684.07,7.39,0.0,1563.92,True,True,True,5,0,691.46,0.4374072842600645
O000535,C0063,WH-CENTRAL,2025-03-18,2025-03-20,21,21,6405.63,CarrierA,2025-03-20,146.03,6.99,0.0,296.1,True,True,True,2,0,153.02,0.49317798041202293
O000536,C0072,WH-CENTRAL,2025-05-09,2025-05-14,44,44,6251.96,CarrierC,2025-05-14,69.09,17.36,0.0,106.04,True,True,True,5,0,86.45,0.651546586193889
O000537,C0029,WH-CENTRAL,2025-12-28,2025-12-31,95,95,28017.09,CarrierB,2025-12-31,834.02,6.78,0.0,1007.48,True,True,True,3,0,840.8,0.8278278476992099
O000538,C0060,WH-CENTRAL,2025-03-31,2025-04-05,49,47,16982.43,CarrierA,2025-04-05,791.09,6.22,0.0,931.62,False,True,False,5,2,797.3100000000001,0.8491552349670467
O000539,C0171,WH-CENTRAL,2025-12-15,2025-12-18,57,57,13457.13,CarrierB,2025-12-18,875.74,13.75,0.0,1074.3,True,True,True,3,0,889.49,0.8151726705761891
O000540,C0124,WH-SOUTH,2025-02-17,2025-02-22,86,86,14684.029999999999,CarrierA,2025-02-22,1141.45,7.82,0.0,1374.81,True,True,True,5,0,1149.27,0.8302601814068854
O000541,C0147,WH-NORTH,2025-11-09,2025-11-12,16,16,5122.24,CarrierD,2025-11-17,196.17,16.48,42.7,245.48,True,False,False,8,0,255.34999999999997,0.7991282385530389
O000542,C0045,WH-SOUTH,2025-04-07,2025-04-12,20,20,2701.5200000000004,CarrierA,2025-04-12,287.68,11.68,0.0,313.96,True,True,True,5,0,299.36,0.916295069435597
O000543,C0077,WH-SOUTH,2025-04-04,2025-04-09,81,81,26382.3,CarrierD,2025-04-09,393.45,5.37,0.0,944.61,True,True,True,5,0,398.82,0.4165211039476609
O000544,C0058,WH-SOUTH,2025-05-17,2025-05-20,88,88,14884.32,CarrierD,2025-05-20,167.29,16.98,0.0,176.44,True,True,True,3,0,184.26999999999998,0.9481410111085922
O000545,C0176,WH-CENTRAL,2025-12-10,2025-12-12,63,63,16493.14,CarrierB,2025-12-12,589.55,17.55,0.0,831.15,True,True,True,2,0,607.0999999999999,0.7093184142453227
O000546,C0100,WH-CENTRAL,2025-02-28,2025-03-03,68,68,8639.97,CarrierB,2025-03-03,353.18,5.46,0.0,712.29,True,True,True,3,0,358.64,0.4958373696106923
O000547,C0049,WH-NORTH,2025-11-15,2025-11-20,89,89,22328.24,CarrierD,2025-11-20,203.58,4.79,0.0,461.59,True,True,True,5,0,208.37,0.44104075044953317
O000548,C0084,WH-SOUTH,2025-09-19,2025-09-22,15,15,6554.1,CarrierA,2025-09-22,65.03,6.24,0.0,52.8,True,True,True,3,0,71.27,1.231628787878788
O000549,C0045,WH-CENTRAL,2025-06-26,2025-07-01,22,22,9063.34,CarrierC,2025-07-02,249.43,12.09,32.27,318.12,True,False,False,6,0,293.78999999999996,0.7840751917515403
O000550,C0152,WH-CENTRAL,2025-10-31,2025-11-03,17,17,7003.49,CarrierC,2025-11-03,106.38,16.56,0.0,245.82,True,True,True,3,0,122.94,0.4327556748840615
O000551,C0056,WH-CENTRAL,2025-02-21,2025-02-24,38,38,3148.75,CarrierA,2025-02-27,634.6,11.02,5.09,753.46,True,False,False,6,0,650.71,0.8422477636503597
O000552,C0081,WH-CENTRAL,2025-01-15,2025-01-20,36,36,10765.8,CarrierA,2025-01-20,334.24,5.65,0.0,457.56,True,True,True,5,0,339.89,0.7304834338665968
O000553,C0070,WH-CENTRAL,2025-04-18,2025-04-23,32,32,5057.53,CarrierB,2025-04-23,239.73,5.52,0.0,326.2,True,True,True,5,0,245.25,0.7349172286940527
O000554,C0066,WH-CENTRAL,2025-07-23,2025-07-26,32,32,9911.36,CarrierD,2025-07-31,156.42,17.14,6.77,346.88,True,False,False,8,0,180.33,0.45093404059040587
O000555,C0061,WH-SOUTH,2025-11-25,2025-11-30,19,19,8421.75,CarrierD,2025-11-30,219.15,12.75,0.0,379.81,True,True,True,5,0,231.9,0.5769990258287039
O000556,C0067,WH-NORTH,2025-02-13,2025-02-16,92,92,26433.31,CarrierC,2025-02-16,719.2,8.06,0.0,896.59,True,True,True,3,0,727.26,0.8021503697342152
O000557,C0004,WH-NORTH,2025-01-12,2025-01-14,63,63,7309.92,CarrierA,2025-01-14,117.56,4.6,0.0,140.6,True,True,True,2,0,122.16,0.8361308677098152
O000558,C0007,WH-NORTH,2025-09-26,2025-10-03,78,78,25099.42,CarrierB,2025-10-05,924.86,17.17,30.49,1282.82,True,False,False,9,0,972.52,0.7209585132754401
O000559,C0015,WH-CENTRAL,2025-12-07,2025-12-14,110,105,18954.699999999997,CarrierD,2025-12-14,430.57,4.62,0.0,707.73,False,True,False,7,5,435.19,0.6083817274949486
O000560,C0040,WH-CENTRAL,2025-11-05,2025-11-07,15,15,1215.15,CarrierA,2025-11-07,100.43,13.8,0.0,170.4,True,True,True,2,0,114.23,0.5893779342723005
O000561,C0012,WH-SOUTH,2025-02-06,2025-02-11,79,79,20368.06,CarrierC,2025-02-10,435.77,16.99,0.0,861.75,True,True,True,4,0,452.76,0.5056803017116333
O000562,C0060,WH-CENTRAL,2025-10-18,2025-10-23,23,23,6184.75,CarrierA,2025-10-23,229.22,15.15,0.0,431.53,True,True,True,5,0,244.37,0.5311797557527866
O000563,C0176,WH-SOUTH,2025-10-19,2025-10-22,32,32,14314.88,CarrierA,2025-10-22,417.95,10.95,0.0,571.84,True,True,True,3,0,428.9,0.7308862618914381
O000564,C0161,WH-SOUTH,2025-11-14,2025-11-17,64,48,12451.36,CarrierA,2025-11-19,484.37,5.32,51.87,693.6,False,False,False,5,16,541.56,0.6983419838523645
O000565,C0117,WH-NORTH,2025-07-06,2025-07-09,16,16,3587.41,CarrierA,2025-07-09,192.03,14.96,0.0,221.71,True,True,True,3,0,206.99,0.8661314329529566
O000566,C0039,WH-CENTRAL,2025-09-18,2025-09-21,71,71,15987.619999999999,CarrierC,2025-09-21,554.75,12.06,0.0,661.53,True,True,True,3,0,566.81,0.838586307499282
O000567,C0020,WH-CENTRAL,2025-10-31,2025-11-03,34,34,7991.36,CarrierC,2025-11-03,262.12,6.44,0.0,336.26,True,True,True,3,0,268.56,0.7795158508297151
O000568,C0013,WH-CENTRAL,2025-04-24,2025-04-29,51,51,8596.26,CarrierD,2025-05-02,283.29,7.99,59.71,312.66,True,False,False,8,0,350.99,0.9060640951832661
O000569,C0127,WH-CENTRAL,2025-06-28,2025-07-01,72,72,14813.369999999999,CarrierA,2025-07-06,274.24,14.21,20.48,302.88,True,False,False,8,0,308.93,0.9054410987849975
O000570,C0021,WH-CENTRAL,2025-08-19,2025-08-22,46,46,14474.050000000001,CarrierC,2025-08-25,317.13,8.39,12.47,409.33,True,False,False,6,0,337.99,0.774753866073828
O000571,C0140,WH-SOUTH,2025-10-09,2025-10-14,67,67,22878.79,CarrierA,2025-10-14,438.11,8.93,0.0,644.51,True,True,True,5,0,447.04,0.6797567144031901
O000572,C0002,WH-SOUTH,2025-06-21,2025-06-24,85,59,14761.099999999999,CarrierB,2025-06-23,459.95,7.16,0.0,532.11,False,True,False,2,26,467.11,0.8643889421360245
O000573,C0077,WH-NORTH,2025-06-15,2025-06-20,16,16,6494.18,CarrierA,2025-06-21,94.28,16.15,31.61,124.91,True,False,False,6,0,142.04000000000002,0.7547834440797374
O000574,C0008,WH-SOUTH,2025-02-27,2025-03-04,29,29,3966.04,CarrierC,2025-03-04,289.46,5.86,0.0,618.57,True,True,True,5,0,295.32,0.4679502724024766
O000575,C0130,WH-SOUTH,2025-09-26,2025-09-29,30,30,4808.28,CarrierA,2025-09-30,264.41,6.34,40.04,531.66,True,False,False,4,0,310.79,0.49732912011435887
O000576,C0031,WH-NORTH,2025-11-06,2025-11-11,73,73,12967.69,CarrierA,2025-11-11,862.74,9.6,0.0,1525.14,True,True,True,5,0,872.34,0.5656792163342381
O000577,C0136,WH-NORTH,2025-05-03,2025-05-06,37,37,9950.4,CarrierB,2025-05-06,182.68,13.79,0.0,194.23,True,True,True,3,0,196.47,0.940534417958091
O000578,C0071,WH-NORTH,2025-04-16,2025-04-21,47,33,4276.44,CarrierB,2025-04-22,302.23,11.65,51.75,558.39,False,False,False,6,14,365.63,0.5412525295940114
O000579,C0074,WH-CENTRAL,2025-12-18,2025-12-21,69,69,26471.120000000003,CarrierA,2025-12-26,421.77,16.42,30.41,894.78,True,False,False,8,0,468.6,0.4713672634614095
O000580,C0101,WH-NORTH,2025-01-25,2025-01-30,137,137,43939.18,CarrierA,2025-01-30,1484.44,17.75,0.0,2533.54,True,True,True,5,0,1502.19,0.5859153595364589
O000581,C0024,WH-SOUTH,2025-08-13,2025-08-16,86,83,7580.0,CarrierA,2025-08-16,436.09,12.02,0.0,938.91,False,True,False,3,3,448.10999999999996,0.4644641126412542
O000582,C0019,WH-CENTRAL,2025-10-25,2025-10-28,102,102,12023.07,CarrierA,2025-10-28,817.16,8.28,0.0,1700.34,True,True,True,3,0,825.4399999999999,0.4805862356940377
O000583,C0011,WH-CENTRAL,2025-11-20,2025-11-25,108,108,26301.03,CarrierC,2025-11-25,1264.35,14.06,0.0,1624.74,True,True,True,5,0,1278.4099999999999,0.7781860482292551
O000584,C0155,WH-NORTH,2025-04-16,2025-04-23,22,22,7022.4,CarrierC,2025-04-23,119.48,12.84,0.0,169.18,True,True,True,7,0,132.32,0.7062300508334318
O000585,C0024,WH-SOUTH,2025-06-29,2025-07-06,62,62,22428.48,CarrierA,2025-07-06,315.25,10.12,0.0,442.2,True,True,True,7,0,325.37,0.712912709181366
O000586,C0036,WH-SOUTH,2025-01-27,2025-02-01,75,75,14997.93,CarrierA,2025-02-01,262.2,17.95,0.0,597.56,True,True,True,5,0,280.15,0.4387843898520651
O000587,C0112,WH-NORTH,2025-07-12,2025-07-17,52,52,13609.69,CarrierB,2025-07-17,581.68,16.34,0.0,975.73,True,True,True,5,0,598.02,0.5961485246943313
O000588,C0124,WH-NORTH,2025-06-21,2025-06-28,48,48,6035.5599999999995,CarrierB,2025-06-28,213.2,11.28,0.0,390.66,True,True,True,7,0,224.48,0.5457431014181129
O000589,C0116,WH-CENTRAL,2025-08-02,2025-08-07,34,34,5044.92,CarrierB,2025-08-08,313.69,17.17,31.69,365.84,True,False,False,6,0,362.55,0.8574513448502078
O000590,C0061,WH-NORTH,2025-09-30,2025-10-02,35,7,984.41,CarrierB,2025-10-02,44.09,15.0,0.0,45.71,False,True,False,2,28,59.09,0.9645591774228834
O000591,C0138,WH-NORTH,2025-04-30,2025-05-05,69,69,21010.71,CarrierA,2025-05-05,322.66,9.33,0.0,351.54,True,True,True,5,0,331.99,0.917847186664391
O000592,C0165,WH-NORTH,2025-07-03,2025-07-08,20,20,3426.6800000000003,CarrierD,2025-07-08,128.13,7.37,0.0,283.52,True,True,True,5,0,135.5,0.4519257900677201
O000593,C0001,WH-CENTRAL,2025-04-08,2025-04-10,52,52,9920.9,CarrierA,2025-04-12,181.56,5.48,52.54,382.49,True,False,False,4,0,239.57999999999998,0.4746790765771654
O000594,C0120,WH-SOUTH,2025-08-14,2025-08-19,37,37,1198.7,CarrierA,2025-08-22,248.9,11.4,38.85,386.95,True,False,False,8,0,299.15000000000003,0.6432355601498903
O000595,C0088,WH-SOUTH,2025-10-26,2025-10-31,115,115,32957.86,CarrierC,2025-10-31,583.53,16.35,0.0,1062.44,True,True,True,5,0,599.88,0.5492357215466285
O000596,C0139,WH-NORTH,2025-02-13,2025-02-16,10,10,3509.3,CarrierD,2025-02-16,81.52,14.63,0.0,79.3,True,True,True,3,0,96.14999999999999,1.0279949558638084
O000597,C0083,WH-SOUTH,2025-05-21,2025-05-26,9,9,1482.57,CarrierA,2025-05-26,17.66,7.83,0.0,15.03,True,True,True,5,0,25.490000000000002,1.174983366600133
O000598,C0044,WH-CENTRAL,2025-03-25,2025-03-28,41,41,9605.48,CarrierD,2025-03-30,111.74,9.81,5.6,121.36,True,False,False,5,0,127.14999999999999,0.9207317073170731
O000599,C0049,WH-SOUTH,2025-11-28,2025-12-01,2,2,22.32,CarrierB,2025-12-01,35.98,10.79,0.0,21.98,True,True,True,3,0,46.769999999999996,1.6369426751592355
O000600,C0094,WH-CENTRAL,2025-08-05,2025-08-10,48,48,9443.07,CarrierD,2025-08-12,360.28,17.11,32.66,930.39,True,False,False,7,0,410.04999999999995,0.38723546039832757
O000601,C0132,WH-NORTH,2025-02-14,2025-02-19,57,57,6512.5199999999995,CarrierA,2025-02-20,874.26,5.41,6.72,1246.49,True,False,False,6,0,886.39,0.7013774679299473
O000602,C0178,WH-NORTH,2025-04-07,2025-04-09,78,78,28928.83,CarrierB,2025-04-09,595.76,8.96,0.0,1007.73,True,True,True,2,0,604.72,0.5911901005229575
O000603,C0019,WH-NORTH,2025-05-26,2025-05-31,66,66,10006.51,CarrierC,2025-05-31,252.26,10.27,0.0,350.92,True,True,True,5,0,262.53,0.7188532998974124
O000604,C0179,WH-NORTH,2025-07-27,2025-07-30,52,52,6306.3099999999995,CarrierB,2025-07-30,264.13,5.76,0.0,337.26,True,True,True,3,0,269.89,0.7831643242602147
O000605,C0054,WH-CENTRAL,2025-09-28,2025-09-30,18,18,1174.32,CarrierB,2025-09-29,127.5,12.04,0.0,143.28,True,True,True,1,0,139.54,0.8898659966499163
O000606,C0094,WH-NORTH,2025-04-02,2025-04-07,40,40,7274.2,CarrierC,2025-04-08,385.32,4.83,13.99,536.75,True,False,False,6,0,404.14,0.7178761061946902
O000607,C0137,WH-SOUTH,2025-09-14,2025-09-21,82,82,25847.000000000004,CarrierB,2025-09-22,425.54,14.35,25.21,685.88,True,False,False,8,0,465.1,0.620429229602846
O000608,C0106,WH-SOUTH,2025-04-14,2025-04-17,11,11,3437.17,CarrierB,2025-04-18,158.93,8.62,34.37,231.55,True,False,False,4,0,201.92000000000002,0.6863744331677823
O000609,C0140,WH-CENTRAL,2025-05-10,2025-05-17,94,94,24024.03,CarrierC,2025-05-20,1130.78,15.65,31.28,1380.72,True,False,False,10,0,1177.71,0.8189785039689437
O000610,C0039,WH-NORTH,2025-11-22,2025-11-24,118,118,16014.86,CarrierD,2025-11-24,1076.24,7.02,0.0,1557.54,True,True,True,2,0,1083.26,0.6909870693529541
O000611,C0056,WH-CENTRAL,2025-12-05,2025-12-10,74,71,19331.1,CarrierB,2025-12-10,583.82,6.6,0.0,699.95,False,True,False,5,3,590.4200000000001,0.8340881491535109
O000612,C0175,WH-CENTRAL,2025-07-22,2025-07-25,83,83,20452.62,CarrierC,2025-07-25,1015.5,14.7,0.0,1427.18,True,True,True,3,0,1030.2,0.7115430429238078
O000613,C0043,WH-NORTH,2025-04-23,2025-04-26,26,26,5238.48,CarrierC,2025-04-26,130.29,12.28,0.0,129.48,True,True,True,3,0,142.57,1.0062557924003708
O000614,C0052,WH-CENTRAL,2025-08-10,2025-08-13,30,30,8092.639999999999,CarrierC,2025-08-13,253.53,10.39,0.0,304.41,True,True,True,3,0,263.92,0.8328570020695771
O000615,C0057,WH-NORTH,2025-10-10,2025-10-15,35,35,5935.86,CarrierD,2025-10-15,470.2,11.68,0.0,579.95,True,True,True,5,0,481.88,0.8107595482369169
O000616,C0169,WH-CENTRAL,2025-12-07,2025-12-10,65,65,12236.720000000001,CarrierB,2025-12-10,446.19,17.64,0.0,682.26,True,True,True,3,0,463.83,0.6539882156362677
O000617,C0042,WH-SOUTH,2025-03-25,2025-03-30,82,82,10089.04,CarrierC,2025-04-01,633.74,8.53,46.03,857.85,True,False,False,7,0,688.3,0.7387538613976803
O000618,C0110,WH-CENTRAL,2025-12-18,2025-12-21,64,41,8957.82,CarrierA,2025-12-21,568.61,17.32,0.0,798.42,False,True,False,3,23,585.9300000000001,0.7121690338418377
O000619,C0159,WH-CENTRAL,2025-02-01,2025-02-06,75,75,17580.73,CarrierB,2025-02-06,695.57,9.34,0.0,881.12,True,True,True,5,0,704.9100000000001,0.7894157435990558
O000620,C0146,WH-NORTH,2025-12-11,2025-12-18,113,113,14553.5,CarrierB,2025-12-18,688.48,14.36,0.0,867.32,True,True,True,7,0,702.84,0.7938015957201494
O000621,C0058,WH-NORTH,2025-10-15,2025-10-18,42,36,13466.7,CarrierB,2025-10-18,424.03,15.76,0.0,520.24,False,True,False,3,6,439.78999999999996,0.8150661233276948
O000622,C0176,WH-CENTRAL,2025-11-01,2025-11-04,65,65,7558.59,CarrierA,2025-11-04,257.69,16.73,0.0,583.18,True,True,True,3,0,274.42,0.4418704345142152
O000623,C0177,WH-CENTRAL,2025-10-11,2025-10-14,36,36,14415.48,CarrierD,2025-10-14,36.94,8.55,0.0,25.2,True,True,True,3,0,45.489999999999995,1.4658730158730158
